Gene	sgRNA	OMM1|beta	OMM1|z	OMM1|p-value	OMM1|fdr	OMM1|wald-p-value	OMM1|wald-fdr
UNC5D	5	0.24546	1.9603	0.017994	0.17822	0.049959	0.44866
UNC79	5	0.048265	0.39923	0.62474	0.91485	0.68973	0.89669
UNC80	5	0.051016	0.68139	0.6088	0.90966	0.49562	0.81151
UNC93A	5	0.12063	0.96949	0.2598	0.70452	0.3323	0.732
UNCX	5	0.058206	0.54253	0.56764	0.89486	0.58745	0.85511
UNG	5	-0.04753	-0.52507	0.84444	0.97101	0.59954	0.8608
UNK	5	-0.027879	-0.3725	0.94563	0.99035	0.70952	0.9049
UNKL	13	-0.023863	-0.29614	0.93419	0.98842	0.76712	0.92431
UPB1	5	0.20235	1.4765	0.053538	0.33449	0.1398	0.62059
UPF1	5	-1.4053	-4.3231	0	0	1.5386e-05	0.0010186
UPF2	5	-1.5478	-4.3541	0	0	1.3363e-05	0.00091144
UPF3A	5	0.15885	1.5278	0.13784	0.54712	0.12655	0.60186
UPF3B	5	0.069636	0.38909	0.50666	0.8711	0.69721	0.89999
UPK1A	5	-0.10058	-0.78331	0.61296	0.91131	0.43344	0.78101
UPK1B	5	0.11443	1.156	0.28424	0.72751	0.24768	0.68807
UPK2	5	0.00091852	0.013646	0.89742	0.98064	0.98911	0.99723
UPK3A	5	0.24793	1.743	0.016828	0.17157	0.081334	0.54199
UPK3B	5	-0.14751	-1.7248	0.4584	0.84857	0.084555	0.54866
UPK3BL	5	-0.31265	-2.205	0.14856	0.56334	0.027452	0.30743
UPP1	5	0.077916	0.69284	0.46162	0.84863	0.48841	0.80749
UPP2	5	-0.03876	-0.37088	0.88843	0.97997	0.71073	0.90491
UPRT	5	0.2393	1.7448	0.020715	0.19336	0.081016	0.54199
UQCC1	5	0.010675	0.10322	0.84333	0.97097	0.91779	0.97506
UQCC2	5	-0.13743	-1.1026	0.48828	0.86079	0.27019	0.7004
UQCR10	1	-0.76783	-1.4811	0.12057	0.51239	0.13857	0.61959
UQCR11	3	-0.38664	-1.4767	0.16061	0.58401	0.13975	0.62059
UQCRB	6	-0.51129	-1.9647	0.020049	0.18993	0.049452	0.447
UQCRC1	5	-0.84833	-3.7277	0.0018327	0.036184	0.00019322	0.0068756
UQCRC2	5	-0.95991	-3.843	0.00055537	0.01385	0.00012153	0.0049176
UQCRFS1	5	-0.95474	-3.1333	0.00061091	0.014885	0.0017284	0.038279
UQCRH	5	-0.51486	-2.6174	0.02788	0.23017	0.0088597	0.13141
UQCRQ	2	-1.0616	-2.5537	0.019271	0.18616	0.010658	0.15242
URAD	5	0.14579	1.3271	0.17444	0.60256	0.18448	0.65101
URB1	5	-0.72213	-3.4484	0.004554	0.069728	0.000564	0.015794
URB2	5	-0.89509	-3.3699	0.00099967	0.022333	0.00075199	0.019825
URGCP	5	-0.00070646	-0.0067487	0.90686	0.98397	0.99462	0.99863
URGCP-MRPS24	5	-0.21391	-1.3934	0.29779	0.74262	0.16351	0.63666
URI1	5	-1.433	-3.9365	0	0	8.269e-05	0.0037316
URM1	8	-0.34705	-1.7314	0.054093	0.33598	0.083378	0.54721
UROC1	5	0.090509	1.2284	0.39692	0.81357	0.21929	0.67268
UROD	5	0.06418	0.5162	0.53671	0.88639	0.60572	0.86353
UROS	5	0.091163	0.57642	0.39276	0.81094	0.56433	0.84495
USB1	5	-0.21274	-1.8478	0.29984	0.74336	0.064631	0.50079
USE1	5	-0.059992	-0.55914	0.78479	0.96215	0.57607	0.8506
USF1	5	-0.030331	-0.34928	0.93252	0.98842	0.72688	0.90941
USF2	5	0.042022	0.37028	0.65978	0.9272	0.71117	0.90491
USH1C	5	0.069962	0.60614	0.50533	0.87072	0.54442	0.83535
USH1G	5	0.060338	0.4432	0.55637	0.89143	0.65762	0.88358
USH2A	5	0.1851	1.4303	0.079418	0.41727	0.15262	0.63137
USHBP1	5	0.11226	0.93004	0.29446	0.73889	0.35235	0.74203
USMG5	2	-0.009416	-0.052958	0.94374	0.99009	0.95777	0.9867
USP1	5	-0.056552	-0.43468	0.80062	0.96551	0.66379	0.88575
USP10	5	-0.4941	-2.1435	0.033655	0.25765	0.032073	0.34728
USP11	5	0.15433	1.2067	0.14995	0.56521	0.22753	0.67596
USP12	3	-0.18975	-1.2822	0.40103	0.81621	0.19976	0.65938
USP13	5	0.10352	0.82172	0.33339	0.76905	0.41124	0.7709
USP14	5	0.073305	0.59233	0.48712	0.86049	0.55363	0.83988
USP15	5	-0.093674	-0.49861	0.63973	0.92073	0.61805	0.86746
USP16	5	0.17226	1.1792	0.10458	0.473	0.2383	0.68227
USP17L10	4	-0.061276	-0.4622	0.76747	0.95806	0.64394	0.87821
USP17L13	1	0.33064	0.96448	0.14645	0.56083	0.3348	0.73304
USP17L2	1	0.34459	0.86441	0.1274	0.5254	0.38736	0.75838
USP17L5	1	-0.66065	-1.2779	0.14256	0.55515	0.2013	0.65958
USP18	5	-0.14978	-0.93986	0.45141	0.8444	0.34729	0.74003
USP19	5	0.053252	0.4538	0.59552	0.90543	0.64997	0.88062
USP2	5	0.14579	1.0859	0.17444	0.60256	0.27753	0.70612
USP20	5	0.10198	1.0729	0.34005	0.77399	0.2833	0.70913
USP21	5	-0.013077	-0.17745	0.97667	0.99474	0.85915	0.95582
USP22	5	0.36477	1.9204	0.00055537	0.01385	0.054802	0.46622
USP24	5	-0.2493	-1.5264	0.23314	0.67557	0.1269	0.60186
USP25	5	0.1139	0.66909	0.28663	0.73019	0.50344	0.81685
USP26	5	0.24265	1.1604	0.019105	0.18528	0.24591	0.68729
USP27X	5	0.1092	1.1416	0.30823	0.75234	0.25364	0.69007
USP28	5	0.19408	1.3962	0.065978	0.38016	0.16266	0.63666
USP29	5	0.22338	1.4686	0.03149	0.24803	0.14194	0.62292
USP3	5	-0.073192	-0.74523	0.72548	0.94549	0.45613	0.79373
USP30	5	0.038749	0.43186	0.67727	0.93108	0.66585	0.88625
USP31	5	0.046749	0.38744	0.63384	0.91893	0.69843	0.90021
USP32	5	-0.29514	-1.8411	0.16828	0.59716	0.06561	0.504
USP33	5	-0.16521	-1.4293	0.41042	0.82312	0.15293	0.63137
USP34	5	-0.12139	-1.1335	0.53771	0.88679	0.257	0.69156
USP35	5	-0.024452	-0.33896	0.96329	0.99302	0.73464	0.91244
USP36	5	-0.49149	-2.9196	0.034211	0.2599	0.003505	0.064136
USP37	5	-0.4523	-2.4546	0.04865	0.31889	0.014104	0.18818
USP38	5	-0.067296	-0.72922	0.75158	0.95281	0.46587	0.79745
USP39	5	-1.853	-4.7551	0	0	1.9831e-06	0.00019407
USP4	5	0.19363	1.4928	0.066867	0.38307	0.1355	0.61464
USP40	5	0.11403	0.92818	0.28613	0.73006	0.35332	0.74219
USP42	5	0.11646	0.83017	0.27513	0.71789	0.40645	0.76879
USP43	5	0.073638	0.71594	0.48512	0.85966	0.47403	0.80066
USP44	5	0.022359	0.22589	0.77552	0.9592	0.82129	0.94216
USP45	5	0.1726	1.0853	0.10413	0.47265	0.27781	0.70612
USP46	5	0.062675	0.26176	0.54487	0.88948	0.7935	0.93244
USP47	5	0.065469	0.58687	0.5301	0.88416	0.55729	0.84141
USP48	5	-0.019364	-0.19372	0.99078	0.99871	0.8464	0.95002
USP49	5	0.22064	1.5973	0.034544	0.26113	0.11019	0.5855
USP5	5	-1.1235	-3.9929	0.00016661	0.0049505	6.5284e-05	0.0031685
USP50	5	0.19344	1.7788	0.067533	0.38513	0.075278	0.5298
USP51	5	0.11067	0.69447	0.30173	0.74465	0.48739	0.80715
USP53	5	0.13403	0.84134	0.21315	0.65194	0.40016	0.76384
USP54	5	0.010526	0.12401	0.84439	0.97101	0.90131	0.97078
USP6	5	0.036051	0.35407	0.69238	0.93568	0.72329	0.90834
USP6NL	5	0.089823	0.56504	0.40003	0.81523	0.57205	0.84817
USP7	5	-0.73186	-3.4906	0.0043319	0.067068	0.00048199	0.013975
USP8	5	-0.58483	-2.982	0.015051	0.15894	0.0028633	0.055141
USP9X	5	-0.36314	-1.9107	0.10113	0.46788	0.056042	0.47066
USP9Y	4	0.13802	0.92378	0.25619	0.70117	0.3556	0.74219
USPL1	5	-1.3131	-4.0096	0	0	6.0829e-05	0.0030008
UST	5	0.25632	1.6166	0.013662	0.15064	0.10597	0.58171
UTF1	5	0.093021	0.8043	0.38415	0.80712	0.42122	0.77532
UTP11L	5	-1.0058	-3.4129	0.00027769	0.0075758	0.00064267	0.017587
UTP14A	5	-0.39377	-1.8222	0.079696	0.41788	0.068424	0.51271
UTP14C	5	0.1039	1.1223	0.33139	0.76785	0.26174	0.69379
UTP15	5	-1.1875	-3.9718	0.00016661	0.0049505	7.1343e-05	0.0033366
UTP18	5	-0.86625	-3.446	0.001444	0.029817	0.00056888	0.015856
UTP20	5	-1.1335	-3.981	0.00016661	0.0049505	6.8625e-05	0.0032263
UTP23	5	-0.45523	-2.2753	0.047262	0.3131	0.022887	0.26952
UTP3	5	-0.31097	-1.9493	0.15006	0.56527	0.051264	0.4527
UTP6	5	-1.2907	-4.2388	5.5537e-05	0.0024331	2.2477e-05	0.0013821
UTRN	5	-0.017957	-0.20674	0.99828	0.99967	0.83621	0.947
UTS2	4	0.17465	1.1554	0.14545	0.55963	0.24794	0.68814
UTS2B	5	0.0050681	0.034062	0.87404	0.97685	0.97283	0.99288
UTS2R	5	0.12912	1.3015	0.22859	0.6709	0.1931	0.65518
UTY	5	0.22282	1.3294	0.031989	0.24968	0.18372	0.65101
UVRAG	5	-0.15337	-1.1482	0.44135	0.8391	0.25091	0.68903
UVSSA	5	0.055916	0.58829	0.5807	0.90111	0.55634	0.84095
UXS1	5	-0.00097402	-0.010151	0.90859	0.98447	0.9919	0.99772
UXT	5	-1.1164	-3.7006	0.00016661	0.0049505	0.00021507	0.007433
VAC14	5	0.15499	1.2303	0.14806	0.56303	0.21859	0.67221
VAMP1	5	0.073089	0.6526	0.48845	0.86079	0.51401	0.82168
VAMP2	5	0.028483	0.25403	0.73748	0.94877	0.79947	0.93481
VAMP3	4	0.16562	1.0427	0.16683	0.5958	0.29709	0.7171
VAMP4	6	0.081646	0.49364	0.38948	0.80944	0.62156	0.86949
VAMP5	5	0.13232	1.6809	0.2187	0.66085	0.092787	0.56499
VAMP7	5	0.21769	1.704	0.037432	0.27354	0.08839	0.55696
VAMP8	4	0.19415	1.1843	0.10335	0.47138	0.2363	0.68053
VANGL1	5	0.0029299	0.026891	0.88598	0.9798	0.97855	0.99414
VANGL2	5	-0.042125	-0.4937	0.87127	0.97628	0.62152	0.86949
VAPA	9	0.098806	0.9431	0.19838	0.6348	0.34563	0.7388
VAPB	6	0.26274	1.8251	0.005276	0.077869	0.067985	0.51132
VARS	5	-1.2591	-3.8479	0.00011107	0.004158	0.00011911	0.0048523
VARS2	5	-0.38577	-2.3739	0.084416	0.42914	0.017602	0.22025
VASH1	5	0.094267	0.79955	0.3781	0.80451	0.42397	0.7765
VASH2	5	0.1643	1.4654	0.1244	0.51827	0.1428	0.62317
VASN	5	0.016422	0.22983	0.81134	0.96699	0.81822	0.94182
VASP	5	-0.153	-1.6415	0.44246	0.83967	0.10069	0.57614
VAT1	5	0.0023972	0.017672	0.88954	0.98005	0.9859	0.99577
VAT1L	5	0.023709	0.22363	0.76758	0.95806	0.82305	0.94274
VAV1	5	-0.037085	-0.41306	0.89653	0.98027	0.67956	0.89103
VAV2	5	0.048653	0.50643	0.62213	0.91344	0.61256	0.86624
VAV3	9	0.031178	0.32192	0.58186	0.9014	0.74751	0.9175
VAX1	5	0.080792	1.0262	0.44535	0.84146	0.3048	0.71836
VAX2	5	-0.072605	-0.79298	0.72815	0.94549	0.42779	0.77793
VBP1	5	0.1195	0.78761	0.26386	0.70881	0.43093	0.77991
VCAM1	5	0.21198	1.8018	0.043097	0.29664	0.071571	0.52111
VCAN	5	0.0020713	0.020861	0.8912	0.98005	0.98336	0.9949
VCL	5	-0.28488	-2.021	0.18138	0.61345	0.043283	0.41862
VCP	5	-3.1108	-6.8193	0	0	9.1512e-12	1.498e-08
VCPIP1	5	-0.20602	-2.0001	0.31212	0.75469	0.045488	0.42928
VCPKMT	5	0.034913	0.33779	0.69882	0.93835	0.73552	0.91256
VCX	1	0.069108	0.26738	0.84222	0.97069	0.78918	0.93084
VCX2	1	-0.19929	-0.80789	0.4579	0.84808	0.41915	0.77488
VCY	1	-0.62035	-1.2418	0.15334	0.57043	0.2143	0.66793
VCY1B	1	0.2958	0.80151	0.20282	0.64004	0.42284	0.77626
VDAC1	3	-0.84375	-2.6481	0.013718	0.15089	0.0080957	0.12239
VDAC2	5	-0.33094	-1.8155	0.12918	0.52912	0.069444	0.51657
VDAC3	5	0.043176	0.20939	0.65345	0.92618	0.83415	0.94667
VDR	5	-0.0044541	-0.037818	0.92797	0.98788	0.96983	0.99161
VEGFA	17	0.046896	1.0718	0.30379	0.74744	0.28382	0.70913
VEGFB	5	-0.0055645	-0.075914	0.93358	0.98842	0.93949	0.9826
VEGFC	5	0.071669	0.73743	0.49628	0.86589	0.46086	0.79431
VENTX	5	0.16401	1.5272	0.12507	0.52021	0.12672	0.60186
VEPH1	5	0.10491	0.97212	0.32728	0.76537	0.33099	0.7317
VEZF1	5	-0.33843	-2.4221	0.12235	0.51593	0.015429	0.19944
VEZT	5	0.01021	0.088248	0.84616	0.97125	0.92968	0.97962
VGF	5	0.07777	1.0207	0.46212	0.84882	0.30742	0.71903
VGLL1	5	0.23889	1.6184	0.021049	0.19556	0.10557	0.58112
VGLL2	7	-0.060194	-0.53864	0.79357	0.96279	0.59014	0.85617
VGLL3	5	-0.040699	-0.4036	0.87837	0.97829	0.68651	0.89477
VGLL4	5	0.3484	1.9325	0.00088859	0.020539	0.053297	0.45961
VHL	5	-0.40743	-2.0253	0.071032	0.39647	0.042836	0.41639
VIL1	5	0.085537	1.3261	0.42191	0.83046	0.18481	0.65101
VILL	5	0.026268	0.23043	0.75192	0.95281	0.81776	0.94182
VIM	5	0.0135	0.26418	0.82795	0.96881	0.79164	0.93156
VIMP	5	-0.11563	-0.85598	0.5577	0.89143	0.39201	0.76027
VIP	5	0.24567	1.7404	0.017883	0.1781	0.08179	0.54277
VIPAS39	5	-0.010516	-0.10235	0.96179	0.99284	0.91848	0.97522
VIPR1	5	-0.0045322	-0.043983	0.92819	0.98788	0.96492	0.99023
VIPR2	5	0.10646	1.0726	0.32067	0.76147	0.28346	0.70913
VIT	5	-0.10727	-0.91779	0.58719	0.90328	0.35873	0.74421
VKORC1	6	0.0064199	0.069964	0.83428	0.96948	0.94422	0.98331
VKORC1L1	8	-0.24476	-1.8559	0.15589	0.57485	0.063475	0.49634
VLDLR	5	0.2023	1.6235	0.053593	0.3346	0.10448	0.58014
VMA21	5	-0.03715	-0.24014	0.89615	0.98027	0.81022	0.93892
VMAC	5	-0.15296	-1.521	0.44252	0.83967	0.12827	0.60373
VMO1	10	-0.045401	-0.47153	0.88698	0.97997	0.63727	0.87532
VMP1	5	-0.97945	-3.7464	0.0004443	0.011544	0.00017939	0.0065494
VN1R1	5	0.0050232	0.064367	0.87443	0.97704	0.94868	0.985
VN1R2	5	-0.05047	-0.47061	0.82989	0.96907	0.63792	0.87542
VN1R4	5	0.11329	0.86636	0.2894	0.7325	0.38629	0.75775
VNN1	5	0.22313	1.407	0.031767	0.24902	0.15942	0.63392
VNN2	5	0.25816	1.1015	0.013218	0.14783	0.27066	0.7004
VOPP1	5	-0.11448	-0.78291	0.56098	0.89303	0.43368	0.78104
VPREB1	5	0.044628	0.3532	0.64573	0.92333	0.72394	0.90834
VPREB3	5	0.27784	1.6915	0.0076086	0.10332	0.090737	0.5614
VPS13A	4	0.10454	0.64153	0.39609	0.81341	0.52118	0.82509
VPS13B	5	0.10722	1.0238	0.31723	0.75756	0.30592	0.71836
VPS13C	5	-0.067086	-0.50951	0.75242	0.95281	0.61039	0.86521
VPS13D	5	-0.37072	-1.9403	0.095524	0.45674	0.052342	0.45656
VPS16	5	-0.33738	-2.3046	0.12351	0.51757	0.021192	0.25253
VPS18	5	-0.79853	-3.6638	0.0025547	0.045908	0.0002485	0.0083331
VPS25	5	-2.0472	-5.2255	0	0	1.7371e-07	3.213e-05
VPS26A	5	-0.55588	-2.5354	0.019105	0.18528	0.011231	0.15861
VPS26B	5	0.081639	0.96867	0.44052	0.83848	0.33271	0.732
VPS28	5	-2.3531	-5.9483	0	0	2.7092e-09	1.3372e-06
VPS29	5	-0.72654	-2.1341	0.0044985	0.069113	0.032832	0.35124
VPS33A	5	-0.34276	-2.2656	0.1184	0.50761	0.023473	0.27354
VPS33B	5	0.13216	1.4476	0.21926	0.66175	0.14774	0.62776
VPS35	5	-0.85024	-3.128	0.0018327	0.036184	0.0017599	0.03874
VPS36	5	-0.22786	-1.811	0.27047	0.71429	0.070139	0.51772
VPS37A	5	-0.39855	-2.219	0.076808	0.41014	0.026484	0.29936
VPS37B	5	0.078182	0.81376	0.46018	0.84863	0.41578	0.77305
VPS37C	5	0.10207	0.75842	0.33989	0.77399	0.4482	0.78927
VPS37D	5	-0.072577	-0.63653	0.72831	0.94549	0.52443	0.82679
VPS39	5	-0.47169	-3.0875	0.040709	0.28734	0.0020188	0.04286
VPS41	4	-0.29757	-1.6456	0.20532	0.64275	0.099852	0.57469
VPS45	5	-0.078153	-0.60852	0.70443	0.93983	0.54284	0.83478
VPS4A	5	-0.36582	-2.4054	0.099134	0.46329	0.016154	0.20658
VPS4B	5	0.010844	0.058822	0.84239	0.97069	0.95309	0.98559
VPS51	5	-0.25498	-1.7821	0.22426	0.66689	0.074741	0.52852
VPS52	5	-0.60548	-3.0747	0.012607	0.14295	0.002107	0.044269
VPS53	5	-0.49136	-2.7944	0.034266	0.2599	0.0052	0.087944
VPS54	5	-0.39707	-2.3125	0.077696	0.41208	0.020748	0.24872
VPS72	5	-0.5223	-2.7105	0.025991	0.22149	0.006719	0.10622
VPS8	5	0.0025567	0.019451	0.88837	0.97997	0.98448	0.99532
VPS9D1	5	0.10458	1.1629	0.32845	0.76567	0.24489	0.68692
VRK1	5	-0.13467	-1.2551	0.49667	0.86632	0.20944	0.66444
VRK2	5	0.016818	0.11073	0.80856	0.96622	0.91183	0.9738
VRK3	5	0.034353	0.45082	0.70166	0.9387	0.65212	0.88186
VRTN	5	0.00035313	0.0041362	0.90048	0.98183	0.9967	0.99897
VSIG1	5	0.29819	1.6175	0.003721	0.059187	0.10577	0.58125
VSIG10	5	0.061348	0.75871	0.55137	0.89122	0.44802	0.78927
VSIG10L	5	0.09588	0.90357	0.37077	0.80029	0.36622	0.74825
VSIG2	5	0.14332	1.1902	0.18305	0.61607	0.23395	0.67912
VSIG4	5	0.2353	2.0171	0.02327	0.20743	0.043689	0.42068
VSIG8	5	0.13693	1.1105	0.20288	0.64004	0.2668	0.69786
VSNL1	5	0.080193	0.80536	0.44874	0.84362	0.42061	0.77527
VSTM1	5	0.14795	1.2568	0.16911	0.59788	0.20883	0.66425
VSTM2A	5	0.18366	1.5417	0.082417	0.42599	0.12315	0.60072
VSTM2B	5	-0.14114	-1.6757	0.4774	0.85558	0.093798	0.56537
VSTM2L	5	0.14204	1.6628	0.18716	0.62264	0.096345	0.57035
VSTM4	5	0.0048139	0.070973	0.87565	0.97733	0.94342	0.98306
VSTM5	5	0.12772	1.0634	0.23431	0.67753	0.28761	0.71165
VSX1	5	0.18948	1.6456	0.073198	0.40257	0.099847	0.57469
VSX2	5	0.12308	1.1829	0.25114	0.6958	0.23687	0.68053
VTA1	5	0.084725	0.37607	0.4258	0.83225	0.70687	0.90372
VTCN1	8	-0.23502	-1.8563	0.17089	0.60004	0.063405	0.49634
VTI1A	5	0.13075	1.1593	0.22359	0.66656	0.24631	0.68762
VTI1B	5	-0.24476	-1.5458	0.2417	0.68555	0.12215	0.59939
VTN	5	-0.030639	-0.47704	0.93119	0.98828	0.63333	0.87411
VWA1	7	0.16082	1.7554	0.074586	0.40524	0.079183	0.53932
VWA2	5	-0.016353	-0.19595	0.99417	0.99967	0.84465	0.94958
VWA3A	5	-0.048401	-0.73304	0.84028	0.97043	0.46353	0.79618
VWA3B	5	-0.19254	-1.6651	0.3415	0.77561	0.095885	0.56961
VWA5A	4	0.33687	1.4703	0.002999	0.051331	0.14147	0.6222
VWA5B2	5	-0.067212	-0.63518	0.75197	0.95281	0.52531	0.82679
VWA7	5	0.15112	1.2529	0.15934	0.58148	0.21023	0.66528
VWA8	5	-0.11234	-0.68494	0.56859	0.89486	0.49338	0.81012
VWA9	5	-0.15972	-1.1798	0.42397	0.83121	0.23807	0.68193
VWC2	5	0.045691	0.54473	0.63951	0.92061	0.58594	0.85399
VWC2L	5	0.2284	1.6395	0.02788	0.23017	0.10112	0.57669
VWCE	5	-0.041356	-0.29677	0.87515	0.97706	0.76664	0.92431
VWDE	5	0.11351	1.2977	0.28807	0.73136	0.19438	0.65593
VWF	5	0.095213	1.035	0.37388	0.80248	0.30067	0.71836
WAC	5	-0.37775	-2.5441	0.090137	0.44296	0.010956	0.1554
WAPAL	5	-0.64574	-3.1267	0.0089415	0.11386	0.001768	0.038871
WARS	5	-0.82374	-2.794	0.0020549	0.039615	0.0052065	0.087944
WARS2	5	-0.61926	-3.2134	0.01083	0.13078	0.0013117	0.030436
WAS	5	0.2994	2.1338	0.0035544	0.057399	0.032858	0.35124
WASF1	5	0.058422	0.47958	0.56637	0.89486	0.63153	0.87314
WASF2	5	-0.037004	-0.41624	0.89715	0.98063	0.67724	0.89081
WASF3	4	-0.076497	-0.67676	0.70676	0.94065	0.49856	0.81378
WASL	4	0.0084082	0.055393	0.89337	0.9801	0.95583	0.98636
WBP1	5	-0.51734	-2.8065	0.027269	0.22774	0.005008	0.08523
WBP11	5	-0.32189	-2.1646	0.13795	0.54712	0.030419	0.33297
WBP1L	5	0.14904	1.2337	0.16633	0.59543	0.21732	0.67109
WBP2	5	-0.024559	-0.17018	0.96273	0.99295	0.86487	0.95792
WBP2NL	5	0.092091	0.46321	0.38848	0.80848	0.64321	0.87811
WBP4	5	-0.049611	-0.43809	0.83383	0.96948	0.66132	0.88483
WBP5	5	0.32874	0.86411	0.0017216	0.034831	0.38753	0.75845
WBSCR16	4	-0.32206	-2.0574	0.17689	0.60586	0.039652	0.40066
WBSCR17	5	0.049753	0.31602	0.61613	0.91197	0.75198	0.91934
WBSCR22	5	-1.0238	-3.3652	0.00022215	0.0062016	0.00076494	0.020098
WBSCR27	5	-0.013592	-0.14456	0.9794	0.99593	0.88506	0.96444
WBSCR28	5	-0.054208	-0.78296	0.8124	0.96703	0.43365	0.78104
WDFY1	5	0.099713	0.76833	0.35049	0.78432	0.44229	0.78547
WDFY2	5	0.060668	0.47463	0.55498	0.89143	0.63505	0.87478
WDFY3	5	-0.06211	-0.75891	0.77541	0.9592	0.44791	0.78927
WDFY4	5	0.047043	0.37665	0.63279	0.91857	0.70644	0.90372
WDHD1	5	-0.4868	-2.4399	0.035988	0.26843	0.01469	0.19307
WDPCP	5	-0.092957	-0.97661	0.64284	0.92278	0.32876	0.73091
WDR1	4	-0.39428	-1.4208	0.11268	0.49271	0.15537	0.63181
WDR11	5	-0.025495	-0.30671	0.95785	0.99208	0.75907	0.92194
WDR12	5	-0.96886	-3.0526	0.00049983	0.012857	0.0022686	0.046156
WDR13	5	0.24796	1.8315	0.016828	0.17157	0.067031	0.50892
WDR16	5	0.23345	1.3938	0.02427	0.21172	0.16337	0.63666
WDR17	5	0.076506	0.80349	0.46862	0.85113	0.42169	0.77547
WDR18	5	-1.13	-4.0922	0.00016661	0.0049505	4.2735e-05	0.0023248
WDR19	5	0.035586	0.37916	0.69482	0.93701	0.70457	0.90296
WDR20	5	-0.16021	-1.4727	0.42308	0.83094	0.14083	0.62179
WDR24	5	-0.18962	-1.8877	0.34844	0.78298	0.059064	0.48166
WDR25	5	-0.4624	-2.4047	0.044152	0.30068	0.016187	0.20671
WDR26	5	-0.2654	-1.9332	0.20893	0.64573	0.053206	0.45949
WDR27	5	0.10084	0.55212	0.34483	0.77827	0.58087	0.85276
WDR3	5	-0.97794	-3.8445	0.0004443	0.011544	0.00012078	0.0048982
WDR31	5	0.10676	1.1023	0.31962	0.76057	0.27034	0.7004
WDR33	5	-2.4838	-5.7825	0	0	7.3615e-09	2.8625e-06
WDR34	5	-0.027583	-0.30234	0.94685	0.99036	0.76239	0.92283
WDR35	5	-0.11491	-1.1328	0.5597	0.89259	0.25731	0.69156
WDR36	5	-0.77263	-2.9719	0.0031101	0.05283	0.0029601	0.056342
WDR37	5	0.020562	0.23625	0.78618	0.96215	0.81324	0.94042
WDR38	5	-0.084619	-1.0407	0.67683	0.9308	0.29802	0.71746
WDR4	5	0.20596	1.5619	0.049872	0.32256	0.11831	0.59612
WDR41	5	-0.074685	-0.60461	0.71915	0.94429	0.54544	0.83571
WDR43	5	-1.5601	-4.0502	0	0	5.1178e-05	0.0026359
WDR44	5	0.2759	1.5333	0.0081084	0.10807	0.12519	0.6008
WDR45	5	0.13941	1.1937	0.19527	0.63113	0.23261	0.67827
WDR45B	4	-0.23926	-1.1122	0.28657	0.73019	0.26606	0.69704
WDR46	5	-0.58211	-2.4281	0.015439	0.16163	0.01518	0.19678
WDR47	5	0.03787	0.5034	0.68222	0.93289	0.61468	0.86684
WDR48	5	0.014563	0.11575	0.82228	0.96811	0.90785	0.97289
WDR49	5	0.12681	1.1074	0.23737	0.68046	0.26812	0.69882
WDR5	5	-0.69367	-2.3595	0.0057759	0.084211	0.018301	0.22617
WDR52	5	-0.0087365	-0.076971	0.95168	0.99133	0.93865	0.98237
WDR53	5	0.075106	0.75793	0.47601	0.85522	0.44849	0.78931
WDR54	5	-0.12496	-1.2162	0.5266	0.88254	0.22392	0.67444
WDR55	5	-0.88181	-3.2383	0.0011107	0.02439	0.0012025	0.028489
WDR59	5	-0.033863	-0.43491	0.91397	0.98545	0.66363	0.88572
WDR5B	5	0.0052489	0.047225	0.87293	0.97628	0.96233	0.98875
WDR6	5	-0.13951	-1.2845	0.48251	0.85867	0.19895	0.65892
WDR60	5	0.14281	0.94624	0.18472	0.61799	0.34403	0.7383
WDR61	5	-0.86757	-3.4632	0.0013884	0.028868	0.00053372	0.015087
WDR62	5	-0.011679	-0.10489	0.96862	0.99341	0.91647	0.97506
WDR63	5	-0.12899	-0.88797	0.51411	0.87611	0.37456	0.75237
WDR65	5	-0.051406	-0.52836	0.82584	0.96846	0.59725	0.8593
WDR66	5	0.10298	0.61489	0.336	0.77149	0.53863	0.83334
WDR7	5	-0.59428	-3.2807	0.013995	0.15291	0.0010355	0.025333
WDR70	5	-1.6429	-4.0466	0	0	5.1968e-05	0.0026359
WDR72	5	0.16695	1.0613	0.11852	0.50761	0.28857	0.71165
WDR73	5	-0.32157	-1.7924	0.13818	0.54729	0.073073	0.52483
WDR74	5	-1.7979	-5.4305	0	0	5.619e-08	1.3672e-05
WDR75	5	-1.5943	-5.0513	0	0	4.388e-07	6.5298e-05
WDR76	5	-0.18503	-2.2171	0.3606	0.79224	0.026613	0.30039
WDR77	5	-0.60976	-3.1046	0.011885	0.13736	0.0019056	0.041093
WDR78	5	-0.0068689	-0.076317	0.94008	0.98948	0.93917	0.9824
WDR81	5	0.077093	0.81172	0.46551	0.85002	0.41695	0.77361
WDR82	5	-1.067	-3.3435	0.00016661	0.0049505	0.0008273	0.021372
WDR83	5	-0.11042	-1.068	0.57547	0.89901	0.2855	0.70971
WDR83OS	5	-0.12807	-1.2207	0.51694	0.87724	0.22219	0.67365
WDR86	5	0.10245	1.0063	0.33833	0.773	0.31425	0.72381
WDR87	5	0.0090528	0.11033	0.85327	0.97173	0.91215	0.9738
WDR88	5	-0.11256	-1.2312	0.56781	0.89486	0.21825	0.67221
