Gene	sgRNA	MP41|beta	MP41|z	MP41|p-value	MP41|fdr	MP41|wald-p-value	MP41|wald-fdr
RBM18	5	0.051827	0.49572	0.57803	0.88632	0.62009	0.83384
RBM19	5	-0.1774	-1.9776	0.26958	0.706	0.047972	0.40269
RBM20	5	0.090714	0.81983	0.35705	0.77224	0.41231	0.71306
RBM22	5	-0.67329	-2.1279	0.0013884	0.03864	0.033348	0.34871
RBM23	5	-0.079248	-0.77105	0.62424	0.90122	0.44068	0.73166
RBM24	5	-0.2	-1.3055	0.21732	0.65146	0.19173	0.56008
RBM25	5	-0.64634	-3.2161	0.0016106	0.041429	0.0012995	0.055317
RBM26	5	-0.08724	-0.77517	0.58692	0.88898	0.43824	0.73037
RBM27	5	-0.12819	-1.1604	0.41936	0.81208	0.24588	0.59967
RBM28	5	-0.19597	-1.4778	0.22659	0.66154	0.13947	0.51418
RBM3	5	0.10533	1.0395	0.29113	0.72705	0.29856	0.63615
RBM33	5	-0.07005	-0.66318	0.67183	0.91804	0.50722	0.77408
RBM34	5	0.040894	0.24158	0.64495	0.90997	0.80911	0.92275
RBM38	5	0.075417	1.0607	0.43708	0.82073	0.28881	0.62925
RBM39	5	-0.82924	-3.5253	0.00038876	0.016827	0.00042307	0.028746
RBM4	8	-0.029747	-0.3551	0.9132	0.9808	0.72252	0.88573
RBM41	5	0.23979	1.2384	0.014273	0.17507	0.21555	0.57859
RBM42	5	-0.47565	-2.6746	0.011774	0.1534	0.0074808	0.14851
RBM43	5	0.024753	0.19324	0.74903	0.94059	0.84677	0.93945
RBM44	5	-0.025493	-0.167	0.92391	0.9831	0.86737	0.94845
RBM45	5	-0.055245	-0.62549	0.74703	0.94041	0.53165	0.78893
RBM46	5	0.18514	1.708	0.060591	0.38696	0.08764	0.4667
RBM47	5	0.071115	0.78062	0.46262	0.83794	0.43503	0.72851
RBM48	5	-0.25827	-1.3511	0.12557	0.53046	0.17668	0.54763
RBM4B	6	-0.29644	-1.9357	0.060758	0.38726	0.052905	0.41453
RBM5	5	-0.14836	-2.0035	0.35255	0.7694	0.045121	0.39511
RBM6	5	-0.17242	-1.4631	0.28318	0.71949	0.14343	0.51799
RBM7	5	-0.015816	-0.12576	0.98428	0.9968	0.89992	0.96284
RBM8A	5	-0.59217	-1.9109	0.0032211	0.067916	0.056023	0.42146
RBMS1	5	-0.14508	-1.0016	0.36238	0.77684	0.31653	0.64767
RBMS2	5	-0.22223	-1.5948	0.17777	0.60277	0.11077	0.48958
RBMS3	5	0.1018	0.60521	0.30618	0.73605	0.54504	0.79453
RBMX	6	-0.96266	-4.0614	0	0	4.8785e-05	0.0090888
RBMX2	4	-0.29712	-1.5791	0.11274	0.50812	0.11432	0.49178
RBMXL1	3	-0.53821	-1.7118	0.028379	0.26149	0.086934	0.4667
RBMXL2	5	0.098211	1.1685	0.32162	0.74515	0.2426	0.59783
RBMXL3	5	0.19145	1.7098	0.05115	0.35409	0.087306	0.4667
RBP1	5	0.20791	1.8709	0.033489	0.28524	0.061363	0.43315
RBP2	5	0.048322	0.72641	0.59852	0.89258	0.46759	0.74832
RBP3	5	-0.1989	-1.8133	0.22043	0.65603	0.069787	0.44219
RBP4	5	0.0046021	0.052834	0.88343	0.97523	0.95786	0.98298
RBP5	5	0.24885	1.3553	0.010219	0.14079	0.17531	0.5467
RBP7	5	0.18883	1.4074	0.054982	0.3694	0.1593	0.53141
RBPJ	4	0.15352	1.1914	0.1605	0.57647	0.23349	0.59072
RBPJL	5	-0.16156	-1.4423	0.31162	0.73871	0.14923	0.5234
RBPMS	5	0.067303	0.50137	0.48434	0.84785	0.61611	0.83149
RBPMS2	5	0.052792	0.62343	0.5707	0.88191	0.533	0.78953
RBX1	5	-0.77951	-2.5773	0.00061091	0.023207	0.0099585	0.17649
RC3H1	5	-0.0023877	-0.02572	0.92858	0.98475	0.97948	0.99165
RC3H2	5	0.12742	1.3171	0.2011	0.63582	0.1878	0.55773
RCAN1	12	0.098861	1.1735	0.10774	0.5	0.24061	0.59576
RCAN2	5	0.2131	1.4109	0.029324	0.26546	0.15827	0.53086
RCAN3	10	0.023667	0.42036	0.61741	0.89836	0.67422	0.86114
RCBTB1	5	0.12009	1.2155	0.22859	0.66366	0.22416	0.58406
RCBTB2	5	-0.11969	-0.94905	0.45107	0.8303	0.3426	0.66766
RCC1	5	-0.85467	-3.6117	0.00022215	0.010811	0.00030416	0.02423
RCC2	5	-0.17117	-1.8329	0.28629	0.7231	0.06681	0.4393
RCCD1	4	0.10264	1.108	0.35588	0.77176	0.26784	0.61519
RCE1	5	-0.31992	-2.2574	0.0677	0.40947	0.023983	0.29271
RCHY1	7	0.062036	0.50639	0.42453	0.81477	0.61258	0.82938
RCL1	5	-0.55359	-2.3346	0.0046096	0.084694	0.019562	0.26019
RCN1	5	-0.10682	-1.0624	0.5	0.85409	0.28807	0.62847
RCN2	5	-0.093012	-0.87199	0.56115	0.8781	0.38321	0.6921
RCN3	5	-0.13493	-1.6417	0.39581	0.79944	0.10065	0.48066
RCOR1	4	-0.091245	-0.63569	0.58536	0.88867	0.52498	0.78538
RCOR2	5	-0.0091693	-0.080857	0.97301	0.99461	0.93556	0.97499
RCOR3	5	0.096836	1.0203	0.32861	0.75114	0.30759	0.64191
RCSD1	5	0.079068	1.0801	0.41775	0.81121	0.28009	0.62325
RCVRN	5	0.054786	0.78211	0.55892	0.87755	0.43415	0.72823
RD3	5	0.14422	1.2919	0.14545	0.55732	0.19639	0.56278
RD3L	5	0.21655	1.3881	0.026158	0.2504	0.16512	0.5383
RDH10	5	-0.23704	-1.8115	0.153	0.56536	0.070065	0.44219
RDH11	4	0.11264	1.1751	0.30923	0.73664	0.23995	0.59517
RDH12	5	0.061804	0.77492	0.51644	0.86243	0.43839	0.73037
RDH13	5	-0.15612	-1.3581	0.32833	0.75114	0.17443	0.54579
RDH14	5	0.12474	1.3155	0.21121	0.64567	0.18834	0.55794
RDH16	5	-0.12892	-1.1654	0.41636	0.81075	0.24384	0.59867
RDH5	5	-0.13907	-1.9646	0.38198	0.79058	0.049465	0.40448
RDH8	5	0.052079	0.49883	0.57575	0.88486	0.6179	0.83269
RDM1	5	-0.34363	-1.7894	0.051705	0.35616	0.073558	0.44873
RDX	18	-0.05856	-0.66271	0.63007	0.90355	0.50751	0.77408
REC8	5	0.080654	1.0955	0.41003	0.80705	0.27328	0.61813
RECK	5	0.049064	0.70347	0.59497	0.89229	0.48177	0.75874
RECQL	5	0.14191	1.0878	0.15128	0.56374	0.27667	0.62084
RECQL5	5	-0.08044	-0.72876	0.61852	0.89902	0.46615	0.74748
REEP1	11	-0.02995	-0.41912	0.91958	0.98221	0.67513	0.86166
REEP2	5	-0.15256	-1.2256	0.33894	0.75839	0.22036	0.58087
REEP3	5	0.040201	0.36543	0.64934	0.91097	0.71479	0.88136
REEP4	5	0.052678	0.60045	0.57159	0.8826	0.54821	0.79605
REEP5	5	0.12478	1.1341	0.21104	0.6456	0.25677	0.60825
REEP6	5	0.2369	1.6539	0.015495	0.18477	0.098143	0.47853
REG1A	3	-0.20231	-1.7103	0.29629	0.73002	0.087207	0.4667
REG1B	5	-0.15464	-1.4433	0.33228	0.75239	0.14892	0.52326
REG3A	5	0.084372	0.93344	0.39037	0.79651	0.35059	0.67288
REG3G	5	0.046966	0.34483	0.60652	0.89536	0.73022	0.88893
REG4	8	-0.13302	-1.7945	0.31345	0.74039	0.07273	0.44619
REL	5	0.095915	1.1665	0.33278	0.75248	0.24339	0.59821
RELA	5	-0.16223	-1.5652	0.31001	0.73729	0.11753	0.49495
RELB	5	0.026695	0.22589	0.7372	0.93788	0.82128	0.92785
RELL1	5	0.0063508	0.048595	0.87143	0.97242	0.96124	0.98504
RELL2	5	0.09059	0.76651	0.35788	0.77299	0.44337	0.73403
RELN	5	-0.11294	-1.2063	0.47534	0.84466	0.22772	0.58681
RELT	5	-0.19372	-2.4864	0.23198	0.66853	0.012904	0.20458
REM1	5	0.036175	0.36334	0.67389	0.91844	0.71635	0.8825
REM2	5	-0.018458	-0.20087	0.96696	0.99385	0.8408	0.93647
REN	5	0.10268	1.0802	0.3024	0.73284	0.28007	0.62325
RENBP	5	0.14738	1.2889	0.13612	0.54356	0.19744	0.5635
REP15	5	0.16229	1.0988	0.10152	0.48799	0.27186	0.61753
REPIN1	5	0.13941	1.8647	0.15823	0.57324	0.062219	0.43413
REPS1	5	-0.03232	-0.3615	0.88082	0.97468	0.71773	0.883
REPS2	5	0.1438	1.541	0.14651	0.55831	0.12333	0.49974
RER1	5	-0.13953	-1.4872	0.38048	0.78974	0.13697	0.51174
RERE	5	0.11512	1.0433	0.24903	0.6863	0.29681	0.63563
RERG	5	0.0082453	0.094155	0.85927	0.97016	0.92499	0.972
RERGL	5	0.055536	0.38214	0.55415	0.87649	0.70236	0.87508
RESP18	5	-0.11705	-1.5337	0.46157	0.83753	0.12511	0.50105
REST	5	-0.15386	-1.2127	0.335	0.75513	0.22525	0.58453
RET	4	-0.16254	-1.8091	0.34277	0.76038	0.070431	0.44219
RETN	5	0.019697	0.16331	0.78296	0.94963	0.87028	0.94994
RETNLB	5	0.18973	1.0323	0.053649	0.36439	0.30194	0.63811
RETSAT	5	-0.056836	-0.69381	0.73853	0.93806	0.4878	0.76257
REV1	5	-0.13897	-1.5465	0.38204	0.79058	0.12199	0.49958
REV3L	5	0.06298	0.62874	0.50911	0.85954	0.52952	0.78804
REXO1	5	0.17969	1.5438	0.069033	0.41296	0.12263	0.49974
REXO2	5	-0.16187	-1.7105	0.3109	0.73823	0.08718	0.4667
REXO4	5	-0.040795	-0.35037	0.83061	0.96529	0.72606	0.88773
RFC1	5	-0.1638	-0.9217	0.30629	0.73612	0.35668	0.6782
RFC2	5	-0.30023	-1.9883	0.08425	0.44948	0.046777	0.39786
RFC3	5	-0.25711	-1.9135	0.12674	0.53181	0.055689	0.42123
RFC4	5	-0.36635	-2.3377	0.041264	0.31904	0.019401	0.25953
RFC5	5	-0.37824	-2.1864	0.036099	0.29532	0.028788	0.32459
RFESD	5	0.027633	0.27713	0.73098	0.93581	0.78168	0.90901
RFFL	5	-0.023969	-0.34646	0.9328	0.98597	0.729	0.88878
RFK	5	-0.0020306	-0.018261	0.92602	0.98378	0.98543	0.99481
RFNG	5	0.07717	0.75788	0.42747	0.81646	0.44852	0.73672
RFPL1	4	-0.22583	-1.52	0.20521	0.63949	0.12851	0.50305
RFPL2	6	-0.42327	-2.3735	0.011552	0.15149	0.01762	0.24594
RFPL3	4	-0.20365	-1.116	0.24625	0.68436	0.2644	0.61379
RFPL4A	1	-0.48378	-1.2256	0.15112	0.56359	0.22037	0.58087
RFPL4AL1	1	0.05691	0.48036	0.85227	0.96906	0.63097	0.83946
RFPL4B	5	0.18724	1.3442	0.057759	0.3791	0.17887	0.54956
RFT1	5	-0.27022	-1.3678	0.11285	0.50812	0.17138	0.54329
RFTN1	5	0.06982	0.78997	0.47157	0.84311	0.42954	0.72451
RFTN2	5	0.11652	0.96313	0.24281	0.68073	0.33548	0.66226
RFWD2	5	-0.37777	-1.9721	0.036321	0.29678	0.048598	0.40424
RFWD3	5	-0.22137	-1.9495	0.17916	0.60277	0.051232	0.40973
RFX1	5	0.11399	1.0096	0.25342	0.68998	0.31269	0.64532
RFX2	5	-0.035917	-0.41542	0.85955	0.97016	0.67784	0.86323
RFX3	5	0.17656	1.346	0.074919	0.43099	0.1783	0.54935
RFX4	5	0.16066	1.0959	0.10497	0.49685	0.27313	0.61807
RFX5	5	-0.13625	-1.2974	0.39148	0.79704	0.19449	0.56211
RFX6	5	0.017321	0.14792	0.79901	0.95468	0.8824	0.95501
RFX8	4	0.02779	0.15486	0.76291	0.94499	0.87693	0.9524
RFXANK	5	-0.12472	-1.0747	0.43324	0.8196	0.2825	0.62459
RFXAP	5	-0.13549	-1.3413	0.39426	0.79856	0.17982	0.54999
RGAG1	5	0.14405	1.3483	0.14595	0.55761	0.17757	0.54824
RGAG4	5	0.068555	0.7724	0.47723	0.84562	0.43988	0.73125
RGCC	5	0.0026697	0.022354	0.89537	0.97751	0.98217	0.9932
RGL1	5	0.06081	0.5468	0.52283	0.86364	0.58452	0.81396
RGL2	5	-0.036911	-0.46851	0.85333	0.96916	0.63942	0.84361
RGL3	5	-0.031318	-0.43969	0.88732	0.97587	0.66016	0.85364
RGL4	5	-0.092225	-0.69034	0.56503	0.87918	0.48998	0.76378
RGMA	5	0.19714	1.9251	0.044707	0.33402	0.054218	0.41773
RGMB	5	0.023853	0.37386	0.75492	0.94343	0.70851	0.87818
RGN	5	0.054952	0.59317	0.5577	0.87688	0.55307	0.79802
RGP1	5	0.020669	0.24799	0.77591	0.94764	0.80414	0.91986
RGPD1	1	-0.33893	-1.1879	0.24409	0.68239	0.23489	0.59153
RGPD2	1	-0.30181	-1.3014	0.28118	0.71742	0.19312	0.56167
RGPD4	1	0.46152	0.75714	0.02477	0.2416	0.44896	0.73688
RGPD6	1	-2.4085	-2.708	0.001444	0.039216	0.0067687	0.14122
RGR	5	-0.01647	-0.16508	0.97984	0.99616	0.86888	0.94905
RGS1	5	0.26529	1.5124	0.0062757	0.10282	0.13044	0.50497
RGS10	5	-0.11428	-0.87907	0.47107	0.84294	0.37936	0.69032
RGS11	5	0.081616	1.0379	0.4052	0.80415	0.29929	0.63656
RGS12	5	0.29642	2.0035	0.0026658	0.058968	0.045122	0.39511
RGS13	5	0.21827	1.2328	0.025103	0.24353	0.21765	0.57899
RGS14	5	0.16334	1.733	0.099356	0.483	0.083089	0.46319
RGS16	5	0.061127	0.88442	0.52088	0.86364	0.37647	0.6893
RGS17	5	0.155	1.1282	0.11852	0.51856	0.25925	0.61017
RGS18	5	0.093595	0.96784	0.34322	0.7608	0.33312	0.66016
RGS19	5	0.01369	0.13241	0.82428	0.96364	0.89466	0.96054
RGS2	5	0.17856	0.79917	0.071143	0.42038	0.42419	0.72123
RGS20	5	-0.0011762	-0.015494	0.92108	0.98235	0.98764	0.9959
RGS21	5	0.12956	1.3509	0.19199	0.62076	0.17672	0.54763
RGS22	5	-0.12146	-1.3629	0.44485	0.82569	0.17291	0.54402
RGS3	17	0.10218	2.1644	0.047595	0.34416	0.030433	0.33516
RGS4	12	0.18413	1.9714	0.0038876	0.076419	0.04868	0.40424
RGS5	9	0.16937	1.5752	0.020215	0.21412	0.11521	0.49234
RGS6	5	-0.0063889	-0.081741	0.95496	0.99061	0.93485	0.97493
RGS7	5	-0.10772	-0.57262	0.49589	0.85191	0.5669	0.80625
RGS7BP	5	0.026127	0.17698	0.74053	0.93822	0.85952	0.94519
RGS8	5	0.084224	0.64305	0.39148	0.79704	0.52019	0.78231
RGS9	5	0.037156	0.76752	0.66728	0.91552	0.44277	0.73371
RGS9BP	4	0.06462	0.81981	0.55048	0.87482	0.41232	0.71306
RGSL1	5	-0.12305	-0.93855	0.43874	0.82122	0.34796	0.67153
RHAG	5	0.079108	1.0076	0.41769	0.81121	0.31363	0.6455
RHBDD1	5	0.12224	0.57168	0.22126	0.65656	0.56754	0.80643
RHBDD2	5	0.016106	0.17393	0.80784	0.95779	0.86192	0.94661
RHBDD3	5	-0.10521	-1.1317	0.50744	0.85826	0.25777	0.60903
RHBDF1	5	-0.094419	-1.0777	0.55576	0.87666	0.28118	0.62383
RHBDF2	5	0.056299	0.99339	0.54954	0.87448	0.32052	0.65135
RHBDL1	5	0.061872	0.88976	0.51594	0.86243	0.3736	0.68755
RHBDL2	5	0.00069349	0.0079611	0.90853	0.9803	0.99365	0.99728
RHBDL3	5	0.00351	0.032081	0.89048	0.97661	0.97441	0.99008
RHCE	5	-0.28328	-2.3272	0.099411	0.483	0.019954	0.26249
RHCG	5	0.0090999	0.14204	0.85422	0.96926	0.88705	0.95693
RHD	5	-0.19574	-1.9484	0.22704	0.66202	0.051362	0.40985
RHEB	5	-0.58386	-2.7626	0.0035544	0.071749	0.0057337	0.12668
RHEBL1	5	-0.18059	-1.4405	0.26208	0.69797	0.14973	0.52343
RHNO1	5	0.061301	0.66216	0.51988	0.86364	0.50787	0.77418
RHO	5	0.04759	0.61428	0.60341	0.89521	0.53903	0.79163
RHOA	5	-0.29468	-1.8622	0.088471	0.45815	0.062582	0.43474
RHOB	5	0.074637	0.80259	0.44152	0.82349	0.42221	0.71971
RHOBTB1	5	0.1293	1.689	0.19338	0.62279	0.091218	0.46991
RHOBTB2	5	-0.061194	-1.119	0.71521	0.93116	0.26315	0.61318
RHOBTB3	5	-0.13755	-0.97549	0.38715	0.79444	0.32932	0.65776
RHOC	5	-0.41862	-2.9544	0.023659	0.23536	0.0031326	0.08827
RHOD	5	-0.10307	-0.87799	0.51744	0.86243	0.37995	0.69032
RHOF	5	-0.17295	-2.0826	0.28168	0.71758	0.037286	0.36707
RHOG	5	-0.10766	-0.92744	0.496	0.85191	0.3537	0.67565
RHOH	5	-0.052494	-0.51117	0.76241	0.94499	0.60923	0.8276
RHOJ	5	0.00050299	0.0044044	0.90936	0.98032	0.99649	0.99848
RHOQ	3	-1.1001	-3.2144	0.00027769	0.012987	0.0013073	0.055385
RHOT1	5	-0.25734	-1.705	0.12662	0.5317	0.088199	0.46704
RHOT2	5	0.10498	1.1217	0.29257	0.72794	0.26197	0.61237
RHOU	5	0.10385	0.96009	0.29779	0.73075	0.33701	0.66369
RHOV	5	-0.16649	-1.5821	0.29929	0.73081	0.11363	0.49132
RHOXF1	5	0.11478	1.2996	0.25031	0.68736	0.19375	0.56205
RHOXF2	3	0.078938	0.52782	0.54593	0.87308	0.59762	0.82112
RHOXF2B	3	-0.069709	-0.43274	0.69982	0.92661	0.66521	0.85646
RHPN1	5	-0.22287	-2.3222	0.17622	0.60083	0.020223	0.26425
RHPN2	5	0.030539	0.33827	0.71193	0.93013	0.73516	0.89104
RIBC1	7	0.097933	0.84825	0.23176	0.668	0.3963	0.70229
RIC3	5	0.24646	1.6626	0.011274	0.15004	0.096393	0.47724
RIC8A	5	-0.69443	-2.9612	0.0011107	0.032895	0.0030646	0.087869
RIC8B	5	-0.072835	-0.99893	0.65745	0.91322	0.31783	0.64889
RICTOR	5	-0.52244	-2.9839	0.0066644	0.10724	0.0028457	0.083643
RIF1	5	0.054384	0.54689	0.56109	0.8781	0.58445	0.81396
RIIAD1	5	0.083801	0.38553	0.39404	0.79845	0.69984	0.8737
RILP	5	-0.27384	-1.9682	0.10852	0.50167	0.04904	0.40424
RILPL1	5	-0.12088	-1.1888	0.44724	0.82799	0.2345	0.59148
RILPL2	5	-0.082898	-0.69131	0.6068	0.89536	0.48937	0.76331
RIMBP2	5	0.071969	0.90214	0.45701	0.83484	0.36698	0.68491
RIMBP3B	5	-0.37253	-2.4669	0.038598	0.30739	0.013629	0.21022
RIMKLA	5	0.1153	1.0449	0.24792	0.6855	0.29608	0.6351
RIMKLB	5	-0.0084148	-0.087635	0.96834	0.99385	0.93017	0.9733
RIMS1	15	0.00074334	0.011205	0.74492	0.93969	0.99106	0.99663
RIMS2	10	0.017412	0.26768	0.66867	0.91629	0.78895	0.91168
RIMS3	5	0.020752	0.20311	0.7753	0.94747	0.83905	0.93571
RIMS4	5	0.16476	1.4376	0.096634	0.47751	0.15054	0.52387
RIN1	5	-0.24007	-2.498	0.14817	0.5605	0.012489	0.20097
RIN2	5	0.05223	0.5788	0.5747	0.88414	0.56273	0.80423
RIN3	5	-0.015644	-0.25255	0.98562	0.99697	0.80062	0.91822
RING1	5	-0.35688	-2.4842	0.045207	0.33539	0.012984	0.20472
RINL	5	-0.077721	-0.9475	0.63146	0.90432	0.34338	0.66819
RINT1	5	-0.2913	-2.3217	0.091247	0.46478	0.02025	0.26438
RIOK1	5	-0.34392	-2.0268	0.051649	0.35616	0.042684	0.38782
RIOK2	5	-0.6002	-2.6459	0.0027769	0.060314	0.0081484	0.15477
RIOK3	5	0.014866	0.10863	0.81662	0.96143	0.9135	0.9681
RIPK1	5	0.079005	0.65194	0.41803	0.81121	0.51444	0.77849
RIPK2	5	0.095239	0.92871	0.33567	0.75574	0.35304	0.67497
RIPK3	5	-0.0020694	-0.019706	0.92636	0.98378	0.98428	0.99432
RIPK4	5	0.046618	0.5666	0.60835	0.89576	0.57099	0.8082
RIPPLY1	7	0.26037	1.8253	0.0018883	0.046897	0.067951	0.44057
RIPPLY2	5	0.094955	1.2166	0.33728	0.75667	0.22376	0.5837
RIPPLY3	5	0.050304	0.46791	0.58725	0.88917	0.63985	0.84381
RIT1	5	-0.0050764	-0.051797	0.94741	0.99005	0.95869	0.98318
RIT2	5	0.20121	1.4006	0.039542	0.31065	0.16134	0.53423
RLBP1	5	0.010036	0.112	0.84738	0.96741	0.91082	0.96749
RLF	5	0.076325	0.60599	0.43236	0.81882	0.54452	0.79431
RLIM	5	0.021025	0.18593	0.77391	0.94744	0.8525	0.94182
RLN1	4	0.20757	1.5702	0.056981	0.37624	0.11638	0.49417
RLN2	3	-0.01611	-0.12613	0.95174	0.99029	0.89963	0.96284
RLN3	5	0.046028	0.5367	0.61207	0.89668	0.59147	0.81779
RLTPR	5	0.057061	0.83007	0.54421	0.87226	0.4065	0.70912
RMDN1	5	-0.088462	-0.90102	0.58164	0.88724	0.36758	0.68491
RMDN2	9	0.012537	0.11786	0.72437	0.93349	0.90618	0.96553
RMDN3	5	-0.20499	-2.3172	0.20843	0.64341	0.020493	0.26623
RMI1	5	-0.014977	-0.16315	0.9905	0.9976	0.8704	0.94996
RMI2	5	-0.17487	-1.3721	0.27574	0.7123	0.17002	0.54249
RMND1	5	-0.19852	-1.4906	0.22104	0.65612	0.13608	0.51157
RMND5A	5	-0.067637	-0.82523	0.68388	0.92157	0.40924	0.71134
RMND5B	5	-0.037574	-0.31726	0.84916	0.96797	0.75105	0.89798
RNASE1	5	0.12294	1.2894	0.21832	0.6531	0.19725	0.5635
RNASE10	5	0.016839	0.23568	0.80268	0.95625	0.81368	0.92476
RNASE11	5	0.14891	0.89019	0.1319	0.53879	0.37337	0.68737
RNASE12	5	0.056258	0.51576	0.54959	0.87448	0.60602	0.82573
RNASE13	5	-0.0098325	-0.074793	0.97717	0.99531	0.94038	0.97671
RNASE2	5	0.12049	0.81693	0.22748	0.66252	0.41397	0.71338
RNASE3	5	-0.047607	-0.39008	0.78968	0.95155	0.69648	0.87232
RNASE4	5	0.064247	0.5199	0.50117	0.85446	0.60313	0.82399
RNASE6	5	-0.091686	-1.0244	0.56737	0.88016	0.30566	0.6405
RNASE7	4	0.13626	1.242	0.2146	0.64805	0.21425	0.57744
RNASE8	4	0.035558	0.30561	0.71532	0.93117	0.7599	0.90137
RNASE9	5	0.12086	1.0598	0.22631	0.66154	0.28922	0.62925
RNASEH1	5	-0.0078142	-0.065597	0.96473	0.99314	0.9477	0.97916
RNASEH2A	5	-0.090571	-0.91692	0.5722	0.88264	0.35918	0.68001
RNASEH2B	5	0.23383	1.2501	0.017216	0.19598	0.21128	0.57487
RNASEH2C	5	-0.010418	-0.12657	0.98123	0.99628	0.89928	0.96279
RNASEK	5	-0.038534	-0.37685	0.843	0.96707	0.70629	0.87712
RNASEL	5	0.076536	1.1078	0.4313	0.81882	0.26795	0.61519
RNASET2	5	0.080562	1.0728	0.41064	0.80705	0.28335	0.62563
RND1	5	-0.12133	-1.0807	0.44535	0.82587	0.27984	0.62292
RND2	5	-0.11355	-1.181	0.47323	0.84416	0.2376	0.59319
RND3	5	0.021593	0.22908	0.77019	0.94669	0.81881	0.92665
RNF10	5	0.19377	1.4839	0.048373	0.34646	0.13783	0.51214
RNF103	5	-0.16636	-1.2516	0.29962	0.73093	0.21071	0.57438
RNF103-CHMP3	3	-0.20972	-1.1933	0.28435	0.71999	0.23277	0.59039
RNF11	5	-0.2171	-1.7785	0.1866	0.61339	0.075326	0.4509
RNF111	5	0.13346	1.2167	0.17838	0.60277	0.22371	0.5837
RNF112	5	0.27588	1.89	0.0047762	0.086694	0.058763	0.42695
RNF113A	5	-0.58664	-2.525	0.0034433	0.070776	0.011569	0.19094
RNF113B	5	0.27078	1.9755	0.0054982	0.094376	0.048216	0.40314
RNF114	5	-0.019379	-0.21394	0.9614	0.99273	0.83059	0.93222
RNF115	5	0.011726	0.097012	0.83805	0.96694	0.92272	0.97119
RNF121	5	-0.17247	-1.344	0.28285	0.71894	0.17894	0.54956
RNF122	4	0.058811	0.40835	0.5807	0.88681	0.68302	0.86629
RNF123	5	-0.19043	-2.1694	0.2402	0.67886	0.030049	0.33388
RNF125	5	0.11704	1.2946	0.24103	0.67939	0.19546	0.56278
RNF126	5	0.19874	1.7113	0.042153	0.32243	0.087017	0.4667
RNF128	5	0.043087	0.36969	0.63062	0.90378	0.71162	0.87931
RNF13	5	0.13603	1.2459	0.16872	0.5893	0.21281	0.5763
RNF130	5	0.11275	1.3741	0.25775	0.69341	0.1694	0.54226
RNF133	5	0.010594	0.10001	0.84355	0.96707	0.92033	0.96993
RNF135	5	-0.093669	-1.2142	0.55842	0.87725	0.22468	0.58424
RNF138	7	0.070971	0.3811	0.37193	0.78355	0.70313	0.87549
RNF139	5	-0.19148	-1.5533	0.23781	0.67582	0.12036	0.49808
RNF14	5	0.15143	1.6052	0.12646	0.53139	0.10845	0.48833
RNF141	5	0.19197	1.5062	0.050483	0.35124	0.13202	0.50634
RNF144A	5	0.26207	1.8969	0.0070532	0.11092	0.057841	0.42285
RNF144B	5	-0.087283	-1	0.58669	0.88898	0.3173	0.64857
RNF145	5	0.081933	0.8185	0.40348	0.80415	0.41307	0.71338
RNF146	4	0.087514	0.71788	0.43019	0.81882	0.47283	0.75184
RNF148	5	0.051011	0.40321	0.58331	0.8882	0.68679	0.86812
RNF149	5	-0.13643	-1.0591	0.39087	0.79651	0.28955	0.62925
RNF150	5	0.011455	0.14749	0.83916	0.96707	0.88275	0.95516
RNF151	5	-0.013815	-0.20873	0.99733	0.99972	0.83466	0.93397
RNF152	5	0.060994	0.84745	0.52166	0.86364	0.39675	0.70247
RNF157	5	-0.089463	-0.85352	0.57742	0.88606	0.39337	0.69965
RNF165	8	0.14324	1.6468	0.064867	0.40069	0.099593	0.47955
RNF166	9	0.072671	1.2344	0.29101	0.72705	0.21706	0.5786
RNF167	5	0.2209	1.9038	0.023659	0.23536	0.056939	0.42285
RNF168	5	-0.24351	-2.1978	0.14351	0.5546	0.027965	0.31829
RNF169	5	-0.097289	-1.2575	0.54237	0.8712	0.20856	0.57202
RNF17	5	0.062934	0.68011	0.5095	0.85987	0.49644	0.76782
RNF170	7	-0.14636	-1.5709	0.29124	0.72705	0.1162	0.49417
RNF175	5	0.053036	0.40943	0.56937	0.88129	0.68222	0.86599
RNF180	5	0.0019839	0.014238	0.90092	0.97861	0.98864	0.9959
RNF181	4	-0.086207	-0.88037	0.60574	0.89536	0.37866	0.69032
RNF182	5	-0.19618	-1.5797	0.2262	0.66154	0.11417	0.49178
RNF183	5	-0.021143	-0.23323	0.95079	0.99012	0.81558	0.92524
RNF185	6	-0.11255	-1.4974	0.44341	0.82464	0.13429	0.50934
RNF186	5	-0.042805	-0.57544	0.81878	0.96235	0.56499	0.80528
RNF19A	5	-0.27331	-1.6491	0.10919	0.50256	0.099129	0.47941
RNF19B	5	0.021684	0.20451	0.76974	0.94666	0.83795	0.93534
RNF2	5	-0.019711	-0.10632	0.95907	0.99259	0.91533	0.9681
RNF20	5	-0.54976	-2.9052	0.0048873	0.088088	0.0036701	0.096896
RNF207	5	-0.022754	-0.19427	0.94035	0.98763	0.84597	0.93941
RNF208	5	0.0596	0.6619	0.53021	0.86734	0.50804	0.77427
RNF212	6	0.00025019	0.0024999	0.88293	0.97523	0.99801	0.99939
RNF213	5	-0.028602	-0.34859	0.90398	0.97937	0.7274	0.88821
RNF214	5	-0.071075	-0.59991	0.66633	0.91552	0.54857	0.79606
