Gene	sgRNA	OMM23|beta	OMM23|z	OMM23|p-value	OMM23|fdr	OMM23|wald-p-value	OMM23|wald-fdr
UIMC1	5	0.0065248	0.080981	0.8887	0.98354	0.93546	0.98366
ULBP1	5	0.050351	0.44218	0.60691	0.91769	0.65836	0.89344
ULBP2	4	-0.1728	-1.2703	0.37871	0.80519	0.20398	0.66696
ULBP3	5	0.069904	0.60379	0.48684	0.86633	0.54599	0.84257
ULK1	5	0.086425	1.0096	0.39465	0.81631	0.31269	0.72535
ULK2	5	0.057646	0.5741	0.55981	0.89856	0.5659	0.85155
ULK4	5	0.029862	0.34452	0.73898	0.95948	0.73046	0.92151
UMOD	4	0.0034832	0.041783	0.93519	0.99024	0.96667	0.99217
UMODL1	5	0.061051	0.7411	0.53899	0.88914	0.45864	0.80163
UMPS	5	-0.041869	-0.46821	0.83028	0.97802	0.63964	0.88574
UNC119	5	-0.055202	-0.72964	0.76463	0.96456	0.46561	0.80536
UNC119B	5	-0.013563	-0.16715	0.99117	0.99771	0.86725	0.96656
UNC13A	5	0.04656	0.55136	0.62907	0.9239	0.58139	0.85994
UNC13B	5	-0.14341	-1.1731	0.42536	0.83422	0.24076	0.68772
UNC13C	5	0.0027353	0.024808	0.91142	0.98622	0.98021	0.99457
UNC13D	5	-0.0066635	-0.11157	0.96712	0.99463	0.91116	0.97837
UNC45A	5	-0.055751	-0.87943	0.76202	0.96456	0.37917	0.76493
UNC45B	5	0.035819	0.44477	0.69888	0.94648	0.65648	0.89294
UNC50	5	-0.58249	-3.0592	0.015162	0.17322	0.0022191	0.043622
UNC5A	5	0.096272	1.3678	0.34444	0.78664	0.17136	0.65045
UNC5B	5	0.029083	0.43553	0.74403	0.96143	0.66318	0.89571
UNC5C	5	0.035836	0.44159	0.69871	0.94648	0.65879	0.89376
UNC5CL	5	0.21063	1.4619	0.03149	0.27064	0.14378	0.62605
UNC5D	5	0.21722	1.8106	0.026602	0.24691	0.070203	0.5202
UNC79	5	-0.054928	-0.57556	0.76702	0.96466	0.56491	0.85091
UNC80	5	0.11978	1.0252	0.23748	0.69416	0.30528	0.7219
UNC93A	5	0.093103	0.87789	0.36094	0.79482	0.38	0.76517
UNCX	5	0.23285	1.867	0.016328	0.18081	0.0619	0.49429
UNG	5	-0.072104	-0.96353	0.68399	0.94059	0.33528	0.7383
UNK	5	-0.019922	-0.22337	0.95263	0.99343	0.82325	0.95286
UNKL	13	0.091189	1.3799	0.13257	0.55191	0.16763	0.64875
UPB1	5	0.13783	1.4647	0.17172	0.61071	0.143	0.62531
UPF1	5	-1.1416	-4.1214	0.00033322	0.011111	3.765e-05	0.0019719
UPF2	5	-1.4603	-4.3207	5.5537e-05	0.0029762	1.5551e-05	0.0010109
UPF3A	5	0.13477	1.725	0.18111	0.62185	0.084528	0.55813
UPF3B	5	-0.19517	-1.2664	0.30218	0.75646	0.20536	0.66696
UPK1A	5	-0.11241	-1.1808	0.52421	0.8819	0.23769	0.68576
UPK1B	5	0.013479	0.17611	0.84322	0.97829	0.86021	0.96486
UPK2	5	-0.018054	-0.25809	0.96362	0.99463	0.79634	0.94462
UPK3A	5	0.12106	1.3845	0.23259	0.6887	0.16619	0.64674
UPK3B	5	-0.072714	-1.0453	0.6815	0.93966	0.29588	0.71702
UPK3BL	5	-0.15664	-1.9115	0.39059	0.81372	0.055944	0.46935
UPP1	5	0.061223	0.75629	0.53793	0.88862	0.44948	0.79745
UPP2	5	-0.031026	-0.23378	0.88537	0.98354	0.81515	0.95013
UPRT	5	0.14836	1.2408	0.13856	0.56267	0.21468	0.6724
UQCC1	5	-0.087847	-0.93058	0.61829	0.92104	0.35207	0.74868
UQCC2	5	-0.08653	-0.9644	0.62407	0.92281	0.33485	0.73827
UQCR10	1	-0.90699	-1.6834	0.092691	0.47067	0.092297	0.57208
UQCR11	3	-0.19245	-1.211	0.35671	0.79334	0.22589	0.68027
UQCRB	6	-0.72889	-2.751	0.0022215	0.043812	0.005941	0.092218
UQCRC1	5	-1.0984	-4.0165	0.0004443	0.012924	5.9076e-05	0.0027846
UQCRC2	5	-1.2233	-4.2541	0.00016661	0.0064378	2.099e-05	0.0012899
UQCRFS1	5	-1.2188	-3.2872	0.00016661	0.0064378	0.0010119	0.024262
UQCRH	5	-0.42952	-2.4032	0.052427	0.35962	0.016252	0.20043
UQCRQ	2	-1.193	-2.741	0.011996	0.15031	0.0061258	0.094323
URAD	5	0.041838	0.63768	0.65867	0.93131	0.52368	0.83284
URB1	5	-0.83092	-3.6008	0.0016661	0.034762	0.00031723	0.0097642
URB2	5	-0.9236	-3.7383	0.00088859	0.021592	0.00018525	0.0064169
URGCP	5	0.066075	0.85837	0.50939	0.87436	0.39069	0.77144
URGCP-MRPS24	5	-0.10177	-0.88001	0.56303	0.89964	0.37885	0.76493
URI1	5	-1.0524	-3.3908	0.0004443	0.012924	0.00069696	0.017979
URM1	8	-0.71964	-3.4941	0.00033322	0.011111	0.00047573	0.013384
UROC1	5	0.02244	0.24772	0.78679	0.96929	0.80435	0.94705
UROD	5	-0.10268	-0.82957	0.55931	0.89831	0.40678	0.77995
UROS	5	0.030336	0.16005	0.73609	0.95829	0.87284	0.96818
USB1	5	-0.15459	-1.8262	0.39592	0.81708	0.067823	0.51242
USE1	5	0.1311	1.1099	0.19466	0.64288	0.26702	0.70305
USF1	5	-0.025291	-0.28257	0.91886	0.98721	0.77751	0.9385
USF2	5	-0.032502	-0.30235	0.87865	0.98331	0.76239	0.93447
USH1C	5	0.12318	1.0452	0.22459	0.6805	0.29591	0.71702
USH1G	5	0.069423	0.67044	0.49034	0.86823	0.50257	0.82374
USH2A	5	0.12474	1.2521	0.21804	0.67088	0.21053	0.67
USHBP1	5	0.21338	1.6879	0.029546	0.26091	0.091429	0.57024
USMG5	2	-0.23028	-1.5016	0.332	0.77997	0.13321	0.61708
USP1	5	-0.059701	-0.33373	0.74314	0.96138	0.73858	0.92562
USP10	5	-0.50023	-2.8104	0.028602	0.25686	0.0049481	0.079978
USP11	5	0.11266	1.196	0.26624	0.72058	0.23168	0.68258
USP12	3	0.018107	0.088322	0.89559	0.9842	0.92962	0.98234
USP13	5	0.065579	0.65064	0.512	0.87625	0.51528	0.82921
USP14	5	0.14704	1.4683	0.14229	0.5687	0.14202	0.62395
USP15	5	-0.19409	-1.111	0.30412	0.75866	0.26658	0.70288
USP16	5	-0.083567	-0.74504	0.63551	0.92594	0.45625	0.80062
USP17L10	4	0.071245	0.46864	0.54015	0.88931	0.63932	0.88551
USP17L13	1	0.0061961	0.025906	0.95174	0.99343	0.97933	0.99431
USP17L2	1	0.3998	0.87204	0.047651	0.34183	0.38318	0.7672
USP17L5	1	-0.33145	-1.2051	0.26997	0.72477	0.22817	0.68098
USP18	5	-0.1861	-1.589	0.31912	0.7721	0.11207	0.59539
USP19	5	0.064462	0.63433	0.51783	0.87838	0.52587	0.83381
USP2	5	0.033051	0.53077	0.71815	0.95362	0.59558	0.86554
USP20	5	-0.011136	-0.1183	0.99395	0.99894	0.90583	0.97766
USP21	5	-0.055051	-0.5109	0.76608	0.96466	0.60942	0.87318
USP22	5	0.18649	1.6244	0.058536	0.37764	0.10428	0.5853
USP24	5	-0.19241	-1.5978	0.30745	0.76295	0.11008	0.59174
USP25	5	0.053944	0.45722	0.58303	0.9075	0.64752	0.88923
USP26	5	0.21626	1.6527	0.027324	0.25064	0.098389	0.58042
USP27X	5	0.062275	0.57188	0.5316	0.88449	0.56741	0.85232
USP28	5	0.046443	0.38959	0.62951	0.9241	0.69684	0.90752
USP29	5	0.089986	0.565	0.37643	0.80289	0.57207	0.85511
USP3	5	0.038746	0.46018	0.679	0.93831	0.64539	0.88783
USP30	5	-0.18069	-1.2173	0.3315	0.77955	0.22348	0.67924
USP31	5	0.15522	1.2959	0.11879	0.52282	0.19501	0.66341
USP32	5	-0.071878	-0.48454	0.68477	0.94072	0.628	0.88036
USP33	5	-0.21739	-1.6185	0.25764	0.71052	0.10555	0.58623
USP34	5	-0.090305	-0.78516	0.60758	0.91769	0.43236	0.79052
USP35	5	-0.10833	-1.2636	0.53982	0.88931	0.20638	0.66696
USP36	5	-0.55922	-3.2432	0.018327	0.1962	0.0011819	0.027496
USP37	5	-0.16338	-2.0273	0.37249	0.79988	0.04263	0.40628
USP38	5	0.14666	1.2146	0.14379	0.57127	0.22454	0.67958
USP39	5	-1.6288	-4.8177	0	0	1.4522e-06	0.00016761
USP4	5	0.096275	0.87167	0.34444	0.78664	0.38339	0.7672
USP40	5	0.10665	0.88675	0.29401	0.74905	0.37522	0.76186
USP42	5	0.084662	0.7792	0.40414	0.82255	0.43586	0.79187
USP43	5	0.093785	0.94595	0.35716	0.79334	0.34417	0.74444
USP44	5	-0.055905	-0.43827	0.76141	0.96456	0.66119	0.89453
USP45	5	0.080277	0.73849	0.42847	0.83635	0.46022	0.80224
USP46	5	-0.1914	-1.3335	0.30923	0.76385	0.18237	0.65636
USP47	5	-0.066113	-0.80788	0.71198	0.95083	0.41916	0.78511
USP48	5	-0.069229	-0.81814	0.69699	0.94546	0.41328	0.7826
USP49	5	0.20114	1.3642	0.040431	0.30952	0.17249	0.65045
USP5	5	-1.1404	-4.0112	0.00033322	0.011111	6.0409e-05	0.00284
USP50	5	0.1635	1.3337	0.099189	0.4844	0.18231	0.65626
USP51	5	0.029834	0.2643	0.7392	0.95969	0.79155	0.94311
USP53	5	0.0012829	0.012492	0.92008	0.98721	0.99003	0.9976
USP54	5	0.094568	0.96982	0.35344	0.79216	0.33214	0.73607
USP6	5	0.021735	0.20713	0.7909	0.97018	0.83591	0.95692
USP6NL	5	0.030481	0.27064	0.73476	0.95787	0.78667	0.94084
USP7	5	-0.40077	-2.6098	0.066034	0.40061	0.0090605	0.12806
USP8	5	-0.27807	-2.273	0.16706	0.6053	0.023025	0.26223
USP9X	5	-0.77427	-3.2765	0.003721	0.066271	0.001051	0.025066
USP9Y	4	0.13181	1.2825	0.24964	0.70377	0.19965	0.66573
USPL1	5	-1.1404	-3.6488	0.00033322	0.011111	0.0002635	0.0084422
UST	5	0.26948	1.88	0.0058314	0.091944	0.060105	0.48776
UTF1	5	0.021239	0.37742	0.7939	0.97054	0.70586	0.91257
UTP11L	5	-1.0464	-3.5465	0.0004443	0.012924	0.0003904	0.011638
UTP14A	5	-0.28299	-1.5821	0.16139	0.59622	0.11363	0.5965
UTP14C	5	-0.057012	-0.59666	0.75569	0.96366	0.55073	0.84461
UTP15	5	-0.7688	-3.0271	0.0038321	0.067581	0.0024692	0.047551
UTP18	5	-0.79605	-3.1244	0.0026102	0.049474	0.0017815	0.036999
UTP20	5	-1.0878	-3.7194	0.0004443	0.012924	0.00019967	0.0067964
UTP23	5	-0.46513	-2.8508	0.038709	0.30199	0.0043605	0.072298
UTP3	5	-0.25435	-1.5578	0.19888	0.64821	0.11929	0.60488
UTP6	5	-1.0988	-4.2158	0.0004443	0.012924	2.4894e-05	0.0014687
UTRN	5	0.066137	0.74111	0.50894	0.87384	0.45863	0.80163
UTS2	4	0.11862	0.97969	0.30129	0.75557	0.32724	0.7338
UTS2B	5	0.12766	0.98504	0.20704	0.65726	0.32461	0.73166
UTS2R	5	0.14295	1.4434	0.1545	0.58679	0.1489	0.63151
UTY	5	0.25029	1.6898	0.01033	0.13757	0.091075	0.57019
UVRAG	5	-0.2078	-1.375	0.27557	0.73046	0.16913	0.64891
UVSSA	5	0.0071653	0.10763	0.88504	0.98354	0.91429	0.97962
UXS1	5	0.022647	0.2564	0.78491	0.96905	0.79764	0.94477
UXT	5	-0.92813	-3.7538	0.00088859	0.021592	0.00017416	0.0061973
VAC14	5	0.062536	0.53755	0.52988	0.88395	0.59089	0.86371
VAMP1	5	0.096778	1.2832	0.34177	0.7846	0.19943	0.66539
VAMP2	5	0.1249	1.2201	0.21743	0.67065	0.22242	0.67842
VAMP3	4	0.057007	0.67616	0.62024	0.92176	0.49894	0.8223
VAMP4	6	-0.031885	-0.24658	0.89848	0.9849	0.80524	0.94728
VAMP5	5	0.22403	1.6888	0.022104	0.22074	0.091263	0.57019
VAMP7	5	0.10444	1.2207	0.30451	0.7591	0.22219	0.67842
VAMP8	4	0.10486	0.92857	0.36382	0.79628	0.35311	0.74871
VANGL1	5	-0.010987	-0.10444	0.99339	0.99872	0.91682	0.9799
VANGL2	5	-0.021938	-0.25508	0.94013	0.99116	0.79866	0.94503
VAPA	9	0.21045	1.8615	0.0040542	0.070076	0.062678	0.49568
VAPB	6	0.31056	1.8618	0.00055537	0.015267	0.062638	0.49568
VARS	5	-1.0385	-3.8823	0.00049983	0.014062	0.00010348	0.0042061
VARS2	5	-0.59668	-3.0406	0.013496	0.16125	0.0023611	0.04596
VASH1	5	0.0068769	0.10142	0.88654	0.98354	0.91921	0.97995
VASH2	5	0.18471	1.3279	0.060646	0.38235	0.18422	0.65831
VASN	5	0.11771	1.4815	0.24531	0.70041	0.13849	0.62122
VASP	5	-0.066838	-0.86573	0.70871	0.95082	0.38664	0.76901
VAT1	5	0.011366	0.16704	0.85671	0.97937	0.86734	0.96659
VAT1L	5	0.050689	0.49295	0.6048	0.91769	0.62205	0.87859
VAV1	5	0.19906	1.7903	0.043097	0.32146	0.073398	0.5297
VAV2	5	0.12483	0.88825	0.21782	0.67065	0.3744	0.76165
VAV3	9	0.0083377	0.072016	0.76425	0.96456	0.94259	0.9859
VAX1	5	0.027641	0.36019	0.75414	0.96333	0.7187	0.9177
VAX2	5	-0.045105	-0.48669	0.81378	0.97463	0.62648	0.88002
VBP1	5	-0.099979	-0.68365	0.57048	0.90258	0.4942	0.82103
VCAM1	5	0.086089	1.0661	0.39642	0.81773	0.28639	0.71463
VCAN	5	0.0070915	0.071006	0.88548	0.98354	0.94339	0.98606
VCL	5	-0.30591	-2.3051	0.1374	0.56116	0.021163	0.24599
VCP	5	-2.9015	-6.1259	0	0	9.0149e-10	5.0726e-07
VCPIP1	5	-0.044491	-0.60259	0.81617	0.97486	0.54678	0.84276
VCPKMT	5	-0.19006	-1.4505	0.31162	0.7659	0.14692	0.62866
VCX	1	-0.036058	-0.18641	0.81217	0.97463	0.85212	0.96287
VCX2	1	0.024029	0.1613	0.98562	0.99624	0.87185	0.96797
VCY	1	-0.40735	-1.1931	0.21793	0.67065	0.23282	0.68334
VCY1B	1	0.40173	0.91324	0.046262	0.33657	0.36111	0.75414
VDAC1	3	-0.67032	-2.4816	0.034988	0.28366	0.013079	0.16963
VDAC2	5	-0.31559	-2.0781	0.12807	0.54284	0.037697	0.37564
VDAC3	5	-0.046047	-0.33207	0.80951	0.97415	0.73984	0.92633
VDR	5	0.011324	0.1012	0.85733	0.97963	0.91939	0.97995
VEGFA	17	0.061636	1.1907	0.2026	0.6533	0.23376	0.68342
VEGFB	5	-0.23726	-2.3928	0.22343	0.6792	0.016722	0.20525
VEGFC	5	0.13364	1.13	0.18522	0.62901	0.25846	0.69881
VENTX	5	0.1852	1.3386	0.060202	0.38191	0.18069	0.65424
VEPH1	5	-0.10367	-0.91085	0.55515	0.89506	0.36237	0.75511
VEZF1	5	-0.11795	-0.9042	0.50561	0.87272	0.36589	0.75748
VEZT	5	0.045046	0.56365	0.63795	0.92667	0.57299	0.85551
VGF	5	0.047598	0.53745	0.62313	0.92269	0.59096	0.86371
VGLL1	5	0.21368	1.9105	0.029212	0.25962	0.056073	0.46983
VGLL2	7	-0.057692	-0.63061	0.7588	0.96388	0.5283	0.83472
VGLL3	5	0.10155	1.0258	0.31862	0.77152	0.305	0.72174
VGLL4	5	0.3915	2.0936	0.00022215	0.0079681	0.036292	0.36625
VHL	5	-0.27367	-1.7847	0.17272	0.61204	0.074303	0.53218
VIL1	5	0.12515	1.0032	0.21621	0.66947	0.31578	0.72646
VILL	5	0.068713	0.81539	0.49445	0.86926	0.41485	0.78311
VIM	5	0.037234	0.32307	0.68966	0.94305	0.74664	0.92791
VIMP	5	0.16355	1.017	0.098911	0.4837	0.30916	0.72354
VIP	5	-0.0012571	-0.013622	0.93547	0.99024	0.98913	0.9972
VIPAS39	5	-0.049976	-0.44743	0.78968	0.97005	0.65456	0.89258
VIPR1	5	0.13946	1.1587	0.16622	0.60428	0.24659	0.69182
VIPR2	5	0.15881	1.8687	0.1103	0.50923	0.061666	0.49417
VIT	5	0.11751	0.88662	0.24608	0.70082	0.37528	0.76186
VKORC1	6	0.064803	0.80833	0.47323	0.86019	0.4189	0.78472
VKORC1L1	8	-0.1666	-1.7153	0.29851	0.75248	0.086292	0.56303
VLDLR	5	0.089436	1.1273	0.37954	0.8062	0.25961	0.6992
VMA21	5	0.074226	0.95027	0.46212	0.85452	0.34198	0.7426
VMAC	5	0.098712	1.0469	0.33289	0.77997	0.29515	0.71665
VMO1	10	-0.011019	-0.1657	0.90114	0.98493	0.86839	0.96713
VMP1	5	-0.55134	-2.7224	0.019716	0.20449	0.0064802	0.0988
VN1R1	5	-0.03795	-0.4259	0.85155	0.97844	0.67018	0.8983
VN1R2	5	0.031643	0.29499	0.72715	0.95668	0.768	0.9354
VN1R4	5	0.15901	1.0137	0.10974	0.50847	0.31073	0.72411
VNN1	5	0.15168	1.2886	0.12879	0.54462	0.19754	0.66471
VNN2	5	0.011232	0.054045	0.85799	0.97977	0.9569	0.98962
VOPP1	5	-0.11023	-1.0826	0.53216	0.88517	0.279	0.71104
VPREB1	5	-0.053296	-0.67749	0.77408	0.96673	0.49809	0.82209
VPREB3	5	0.20554	1.9375	0.035655	0.28776	0.05268	0.45475
VPS13A	4	0.02347	0.13107	0.81778	0.97557	0.89572	0.97499
VPS13B	5	0.06727	0.64023	0.50255	0.87264	0.52202	0.83231
VPS13C	5	0.036862	0.32027	0.6921	0.94375	0.74876	0.92933
VPS13D	5	-0.37208	-2.0118	0.083139	0.44607	0.044244	0.41575
VPS16	5	-0.24326	-2.0805	0.21487	0.66753	0.03748	0.37436
VPS18	5	-0.51228	-3.0955	0.026158	0.24379	0.0019646	0.039823
VPS25	5	-2.2056	-4.7999	0	0	1.5872e-06	0.00017862
VPS26A	5	-0.56824	-2.6575	0.016828	0.18487	0.0078717	0.11495
VPS26B	5	0.0022805	0.025335	0.91392	0.98622	0.97979	0.99447
VPS28	5	-2.1825	-5.4156	0	0	6.1096e-08	1.4866e-05
VPS29	5	-0.98025	-2.3856	0.00077752	0.019391	0.017053	0.20775
VPS33A	5	-0.25522	-1.7138	0.19771	0.64622	0.086573	0.56303
VPS33B	5	0.11102	1.2279	0.27324	0.72746	0.21949	0.67598
VPS35	5	-0.98001	-2.9782	0.00077752	0.019391	0.0028995	0.052896
VPS36	5	-0.28875	-1.9699	0.15478	0.58679	0.048846	0.4413
VPS37A	5	-0.41733	-2.6335	0.05737	0.37509	0.0084518	0.12181
VPS37B	5	0.11294	0.95004	0.26469	0.71864	0.34209	0.74273
VPS37C	5	-0.15472	-1.6059	0.3957	0.81706	0.1083	0.58908
VPS37D	5	-0.011697	-0.14228	0.99795	0.99939	0.88685	0.972
VPS39	5	-0.26856	-2.2488	0.17822	0.61807	0.024526	0.27447
VPS41	4	-0.22234	-1.5257	0.28524	0.74311	0.12709	0.61115
VPS45	5	-0.0517	-0.5738	0.78174	0.96867	0.5661	0.85168
VPS4A	5	-0.42657	-2.9202	0.053982	0.36411	0.0034979	0.061207
VPS4B	5	-0.25851	-1.9841	0.1936	0.64128	0.047243	0.43291
VPS51	5	-0.38536	-2.4861	0.074975	0.42489	0.012915	0.16839
VPS52	5	-0.41186	-2.6764	0.060036	0.38191	0.0074411	0.11018
VPS53	5	-0.43003	-2.8294	0.051927	0.35927	0.0046638	0.076411
VPS54	5	-0.21762	-1.5409	0.25725	0.71047	0.12334	0.60782
VPS72	5	-0.41578	-3.0893	0.057925	0.37694	0.0020066	0.04028
VPS8	5	0.092238	0.7853	0.36532	0.79683	0.43228	0.79052
VPS9D1	5	0.07597	1.2111	0.45257	0.85101	0.22584	0.68024
VRK1	5	-0.14057	-1.4918	0.43436	0.83982	0.13575	0.61908
VRK2	5	0.0268	0.19293	0.7588	0.96388	0.84702	0.96056
VRK3	5	0.068285	0.73158	0.49661	0.87002	0.46443	0.80509
VRTN	5	-0.059601	-0.67118	0.74359	0.96138	0.50211	0.82349
VSIG1	5	0.064937	0.46554	0.51533	0.8772	0.64155	0.88649
VSIG10	5	0.051201	0.61267	0.60152	0.91638	0.54009	0.84003
VSIG10L	5	0.015721	0.18686	0.82895	0.97786	0.85177	0.96284
VSIG2	5	0.10769	1.0887	0.28951	0.74596	0.27629	0.70845
VSIG4	5	0.12199	1.0139	0.2292	0.68585	0.31061	0.72411
VSIG8	5	-0.0062748	-0.07942	0.96518	0.99463	0.9367	0.98399
VSNL1	5	0.1107	0.83198	0.27502	0.72963	0.40542	0.77974
VSTM1	5	0.20078	1.6666	0.040875	0.3116	0.095598	0.57531
VSTM2A	5	0.1479	1.2442	0.13962	0.56418	0.21343	0.67184
VSTM2B	5	-0.081829	-0.89739	0.64245	0.92807	0.36951	0.75858
VSTM2L	5	0.077431	0.92102	0.44385	0.8458	0.35704	0.75042
VSTM4	5	-0.007899	-0.11401	0.97468	0.99518	0.90923	0.97824
VSTM5	5	0.1103	0.70214	0.27707	0.73195	0.48259	0.81494
VSX1	5	0.16045	1.6537	0.10613	0.49987	0.098184	0.57988
VSX2	5	0.057161	0.68989	0.56265	0.89958	0.49026	0.81978
VTA1	5	-0.14044	-0.73797	0.43463	0.83982	0.46053	0.80259
VTCN1	8	-0.15881	-1.553	0.32095	0.77415	0.12043	0.60718
VTI1A	5	-0.086858	-1.317	0.6229	0.92269	0.18785	0.66032
VTI1B	5	-0.2486	-1.6398	0.20704	0.65726	0.10105	0.58368
VTN	5	0.069311	0.63857	0.49111	0.86823	0.5231	0.83258
VWA1	7	0.12555	1.2737	0.13801	0.56158	0.20275	0.66678
VWA2	5	0.06015	0.7011	0.54454	0.89021	0.48324	0.81516
VWA3A	5	0.15282	1.2377	0.12524	0.5369	0.21582	0.67314
VWA3B	5	-0.17601	-1.7859	0.34066	0.78413	0.074119	0.53172
VWA5A	4	0.20794	1.1449	0.054815	0.36606	0.25225	0.69472
VWA5B2	5	-0.042179	-0.56402	0.82878	0.97786	0.57274	0.85551
VWA7	5	0.15422	1.4694	0.12179	0.52958	0.14173	0.62395
VWA8	5	0.16352	1.2117	0.099078	0.48426	0.22561	0.68022
VWA9	5	-0.10815	-0.97166	0.54043	0.88931	0.33122	0.73574
VWC2	5	0.015411	0.15805	0.8315	0.97806	0.87442	0.9688
VWC2L	5	0.085561	0.90445	0.39948	0.82037	0.36575	0.75748
VWCE	5	-0.14971	-1.2848	0.40847	0.82464	0.19887	0.66478
VWDE	5	0.1001	1.539	0.32672	0.77716	0.12381	0.60836
VWF	5	0.13535	1.2579	0.17927	0.61949	0.20844	0.66858
WAC	5	-0.41425	-2.367	0.058647	0.37795	0.017934	0.21521
WAPAL	5	-0.62164	-3.0573	0.011441	0.1462	0.0022333	0.043853
WARS	5	-0.55202	-2.6216	0.019716	0.20449	0.0087518	0.12507
WARS2	5	-0.48182	-2.5865	0.033489	0.27623	0.0096958	0.13565
WAS	5	0.030362	0.35975	0.73598	0.95829	0.71903	0.91783
WASF1	5	-0.085375	-0.89311	0.62862	0.9239	0.3718	0.75988
WASF2	5	0.050634	0.49166	0.60508	0.91769	0.62296	0.87887
WASF3	4	0.071482	0.38777	0.53888	0.88914	0.69819	0.90828
WASL	4	0.060897	0.60091	0.59741	0.91517	0.5479	0.8428
WBP1	5	-0.28318	-2.1943	0.16117	0.59622	0.02821	0.30417
WBP11	5	-0.43001	-2.4355	0.051927	0.35927	0.01487	0.18646
WBP1L	5	0.17044	1.4371	0.085083	0.45012	0.15068	0.63235
WBP2	5	-0.087455	-0.95994	0.61979	0.9217	0.33709	0.73904
WBP2NL	5	0.03335	0.3564	0.71632	0.95322	0.72154	0.91875
WBP4	5	-0.084297	-0.86672	0.63234	0.92537	0.38609	0.76862
WBP5	5	0.28876	0.92006	0.0029435	0.054865	0.35754	0.75069
WBSCR16	4	-0.36754	-2.0678	0.11974	0.52496	0.038657	0.38245
WBSCR17	5	0.12369	1.4438	0.22243	0.67755	0.14879	0.63127
WBSCR22	5	-1.1449	-3.934	0.00033322	0.011111	8.3532e-05	0.0035726
WBSCR27	5	-0.068973	-0.60937	0.69821	0.9464	0.54228	0.84111
WBSCR28	5	-0.0059358	-0.060525	0.96335	0.99463	0.95174	0.98873
WDFY1	5	-0.079778	-0.62037	0.65134	0.92963	0.53501	0.83806
WDFY2	5	0.042301	0.27309	0.65539	0.93101	0.78478	0.94063
WDFY3	5	0.022167	0.37609	0.78885	0.96997	0.70685	0.91274
WDFY4	5	-0.10095	-1.1619	0.56603	0.90091	0.24526	0.69068
WDHD1	5	-0.37312	-2.3756	0.082639	0.44471	0.017521	0.21159
WDPCP	5	-0.13287	-1.2078	0.45907	0.8524	0.22711	0.68073
WDR1	4	0.10857	0.71822	0.34644	0.78842	0.47262	0.80896
WDR11	5	-0.060041	-0.63034	0.74092	0.96034	0.52847	0.83493
WDR12	5	-1.1563	-3.1196	0.00022215	0.0079681	0.0018108	0.03737
WDR13	5	0.16753	1.5834	0.091025	0.46629	0.11332	0.5965
WDR16	5	-0.0089442	-0.070583	0.98112	0.99573	0.94373	0.98606
WDR17	5	0.09509	0.83064	0.35077	0.79116	0.40618	0.77995
WDR18	5	-0.78302	-3.3766	0.0030545	0.056237	0.00073397	0.018573
WDR19	5	0.17093	1.296	0.08425	0.44776	0.19499	0.66341
WDR20	5	-0.12433	-0.91739	0.48589	0.86581	0.35894	0.7523
WDR24	5	-0.13292	-1.5928	0.45901	0.8524	0.1112	0.59363
WDR25	5	-0.38608	-2.2518	0.07442	0.42459	0.024336	0.27334
WDR26	5	-0.29712	-2.5533	0.14662	0.57629	0.010672	0.14646
WDR27	5	0.023281	0.23608	0.78118	0.96847	0.81337	0.95003
WDR3	5	-0.93629	-3.629	0.00077752	0.019391	0.00028452	0.0089564
WDR31	5	0.077183	0.60706	0.44513	0.8468	0.54381	0.84158
WDR33	5	-2.2361	-5.8262	0	0	5.6719e-09	2.2202e-06
WDR34	5	-0.014545	-0.19283	0.98545	0.99624	0.84709	0.96056
WDR35	5	0.058944	0.56397	0.55159	0.89298	0.57278	0.85551
WDR36	5	-0.6474	-2.8936	0.009719	0.13288	0.0038083	0.065656
WDR37	5	0.051199	0.46098	0.60158	0.91638	0.64481	0.88763
WDR38	5	0.062058	0.78836	0.53316	0.88585	0.43049	0.78965
WDR4	5	0.066914	0.91745	0.50489	0.87272	0.3589	0.7523
WDR41	5	0.068592	0.45179	0.49511	0.86967	0.65142	0.89069
WDR43	5	-1.2987	-3.7254	0.00011107	0.0047393	0.000195	0.0066751
WDR44	5	0.11367	1.0974	0.26141	0.71502	0.27246	0.70772
WDR45	5	0.045093	0.37846	0.63779	0.92665	0.70509	0.91245
WDR45B	4	-0.063954	-0.42093	0.7187	0.95393	0.6738	0.89944
WDR46	5	-0.59385	-2.5682	0.013662	0.16238	0.010222	0.14169
WDR47	5	-0.03748	-0.42187	0.8541	0.97887	0.67312	0.89921
WDR48	5	-0.095473	-0.55618	0.58647	0.90914	0.57809	0.85851
WDR49	5	0.067259	0.67175	0.50261	0.87264	0.50174	0.8231
WDR5	5	-0.77742	-2.4406	0.0033878	0.061616	0.014661	0.18473
WDR52	5	-0.008511	-0.13676	0.97834	0.99573	0.89122	0.97364
WDR53	5	-0.065824	-0.64261	0.71332	0.95162	0.52048	0.83228
WDR54	5	0.10236	0.80294	0.31478	0.76844	0.42201	0.78564
WDR55	5	-0.83302	-3.2616	0.0016661	0.034762	0.001108	0.026148
WDR59	5	-0.060205	-0.3773	0.74003	0.95974	0.70595	0.91257
WDR5B	5	-0.0025652	-0.021589	0.9438	0.99189	0.98278	0.99532
