Gene	sgRNA	Mel202|beta	Mel202|z	Mel202|p-value	Mel202|fdr	Mel202|wald-p-value	Mel202|wald-fdr
SMARCD1	5	0.23401	1.4122	0.062646	0.3412	0.1579	0.56605
SMARCD2	5	-0.22931	-1.7389	0.34078	0.72464	0.082049	0.46521
SMARCD3	5	-0.15827	-1.2521	0.51761	0.83649	0.21053	0.61064
SMARCE1	5	-0.97844	-3.0566	0.0010552	0.021689	0.0022385	0.040508
SMC1A	5	-1.1495	-4.0753	0.00022215	0.0061538	4.595e-05	0.002538
SMC1B	5	-0.057458	-0.33398	0.86604	0.97057	0.73839	0.89725
SMC2	5	-0.9916	-3.1594	0.00088859	0.018801	0.0015808	0.031696
SMC3	5	-0.85137	-3.2878	0.0024992	0.039613	0.0010099	0.022844
SMC4	5	-1.5473	-4.059	0	0	4.9288e-05	0.0026413
SMC5	5	-0.93926	-3.6543	0.0011663	0.022556	0.00025789	0.0085676
SMC6	5	-0.88592	-3.2029	0.0021104	0.035815	0.0013606	0.028621
SMCHD1	5	-0.023993	-0.14672	0.98939	0.99815	0.88335	0.95535
SMCO2	5	0.1955	1.0982	0.12274	0.48066	0.27211	0.65611
SMCO3	5	0.13261	0.89135	0.29807	0.69819	0.37274	0.71256
SMCO4	3	0.077608	0.64162	0.64734	0.89455	0.52112	0.79158
SMCP	5	-0.018172	-0.099496	0.96201	0.99198	0.92074	0.97095
SMCR8	5	0.081952	0.79202	0.49711	0.8301	0.42835	0.74434
SMDT1	5	-0.026664	-0.2435	0.99761	0.99928	0.80762	0.92663
SMEK1	4	0.031215	0.12991	0.78057	0.94411	0.89664	0.96129
SMEK2	5	0.034806	0.24586	0.71415	0.92093	0.80579	0.92527
SMG1	4	-0.4916	-1.6466	0.083694	0.39826	0.099641	0.49658
SMG5	5	-1.1389	-3.3012	0.00022215	0.0061538	0.00096277	0.022197
SMG6	5	-0.45727	-2.3773	0.073142	0.37161	0.017442	0.18291
SMG7	5	-0.53834	-2.9584	0.038876	0.26186	0.003092	0.051237
SMG8	5	-0.28581	-1.7873	0.24203	0.64744	0.073896	0.45211
SMG9	5	0.36597	1.8173	0.0026102	0.040517	0.069165	0.4396
SMIM1	5	-0.21645	-1.273	0.36838	0.74907	0.20303	0.60726
SMIM10	5	0.13755	1.2335	0.28046	0.68428	0.2174	0.61557
SMIM11	1	-0.66015	-1.3902	0.19471	0.58934	0.16447	0.5715
SMIM12	5	0.022801	0.26686	0.76963	0.94046	0.78957	0.91954
SMIM13	5	0.11354	0.81384	0.36604	0.74728	0.41574	0.73561
SMIM14	5	0.20082	1.2448	0.11307	0.46231	0.21319	0.61247
SMIM15	5	0.10306	0.57268	0.40703	0.7722	0.56686	0.81352
SMIM17	5	0.082776	0.54103	0.4945	0.82973	0.58849	0.82597
SMIM18	5	-0.16245	-0.63714	0.50622	0.83364	0.52404	0.79305
SMIM19	5	-0.022686	-0.094895	0.98323	0.99623	0.9244	0.97255
SMIM2	5	-0.035005	-0.33825	0.95951	0.99134	0.73518	0.89581
SMIM20	3	-0.15832	-1.0384	0.56131	0.85822	0.29908	0.66922
SMIM21	4	0.16234	0.679	0.2553	0.6623	0.49714	0.77997
SMIM22	5	0.25689	1.8053	0.040375	0.26698	0.071021	0.44418
SMIM3	3	-0.42831	-0.9642	0.17805	0.56935	0.33494	0.6929
SMIM4	4	-0.50571	-2.3017	0.07653	0.38108	0.021354	0.2122
SMIM5	5	-0.33943	-2.4297	0.16967	0.55728	0.015113	0.16579
SMIM6	2	-0.46819	-1.3724	0.21421	0.61574	0.16993	0.57573
SMIM7	5	-0.34002	-2.0956	0.169	0.55671	0.036117	0.30694
SMIM8	4	-0.13374	-1.2382	0.60124	0.87647	0.21566	0.61441
SMIM9	5	0.22019	1.1294	0.081862	0.39412	0.25871	0.64724
SMKR1	4	-0.014621	-0.12236	0.97301	0.99428	0.90262	0.964
SMLR1	5	0.069156	0.58525	0.55276	0.8537	0.55838	0.80837
SMNDC1	5	-0.82857	-2.7906	0.0028324	0.042607	0.0052615	0.075669
SMO	5	0.084634	0.79816	0.48634	0.8263	0.42478	0.74193
SMOC1	5	-0.043158	-0.38813	0.9258	0.98442	0.69792	0.88194
SMOC2	5	0.18256	1.1876	0.15012	0.52525	0.23499	0.63096
SMOX	5	0.012277	0.085994	0.81912	0.95543	0.93147	0.97472
SMPD1	5	0.12868	1.1979	0.31156	0.70699	0.23094	0.62657
SMPD2	5	0.26585	1.7508	0.033544	0.24045	0.079973	0.46264
SMPD3	5	-0.11105	-1.0311	0.66467	0.90152	0.30249	0.67161
SMPD4	6	-0.32538	-2.045	0.154	0.53194	0.040858	0.33349
SMPDL3A	5	0.26074	1.4336	0.037154	0.25613	0.15169	0.56132
SMPDL3B	5	0.26459	1.9578	0.034433	0.24371	0.050254	0.37565
SMPX	5	0.083715	0.75183	0.49061	0.82851	0.45215	0.75953
SMR3A	5	-0.18245	-1.1297	0.45074	0.8038	0.25861	0.64724
SMR3B	5	-0.37085	-1.2424	0.13801	0.5088	0.21408	0.61341
SMS	5	-0.32162	-1.7909	0.1916	0.58514	0.073306	0.45019
SMTN	5	0.042903	0.50608	0.67439	0.90383	0.6128	0.8389
SMTNL2	5	-0.059706	-0.42096	0.85727	0.96838	0.67378	0.87141
SMU1	5	-2.3681	-5.7017	0	0	1.1864e-08	1.0172e-05
SMUG1	5	-0.038214	-0.20543	0.94568	0.98755	0.83724	0.93757
SMURF1	4	-0.1439	-0.936	0.57325	0.86398	0.34927	0.69901
SMURF2	5	-0.081387	-0.42326	0.77174	0.94083	0.67211	0.87127
SMYD1	5	0.096348	0.72147	0.43486	0.79283	0.47062	0.76827
SMYD2	5	0.15026	0.97104	0.2377	0.64328	0.33153	0.69052
SMYD3	5	-0.019944	-0.16814	0.97101	0.99426	0.86647	0.94865
SMYD4	5	0.10725	0.88094	0.38937	0.76022	0.37835	0.71493
SMYD5	5	0.080748	0.90978	0.50183	0.8322	0.36294	0.70676
SNAI1	5	0.133	1.3466	0.29707	0.69748	0.17811	0.58348
SNAI2	5	-0.43642	-2.5199	0.084805	0.40153	0.01174	0.13735
SNAI3	5	-0.20209	-1.3157	0.40109	0.76936	0.18828	0.59164
SNAP23	6	-1.2683	-3.9703	0.00016661	0.0050847	7.1782e-05	0.0033962
SNAP25	5	0.17825	1.13	0.16139	0.54511	0.25849	0.64724
SNAP29	5	-0.18328	-1.0665	0.44824	0.80193	0.28622	0.66242
SNAP47	5	0.013666	0.10454	0.81278	0.95311	0.91674	0.96979
SNAP91	5	0.05992	0.35427	0.59558	0.8747	0.72314	0.8907
SNAPC1	5	-0.44335	-1.7843	0.080751	0.3916	0.07437	0.45244
SNAPC2	5	-0.29125	-2.0815	0.23442	0.63925	0.037389	0.31342
SNAPC3	5	-0.36406	-2.0383	0.14423	0.51794	0.041524	0.33588
SNAPC4	5	-0.82337	-3.256	0.0028324	0.042607	0.0011299	0.024868
SNAPC5	4	-0.30372	-2.3408	0.25136	0.65747	0.019242	0.19663
SNAPIN	5	-0.45731	-1.8852	0.073087	0.37154	0.059399	0.41215
SNCA	6	0.16695	1.1478	0.14906	0.52462	0.25107	0.64297
SNCAIP	5	0.18475	1.2212	0.14429	0.51794	0.22201	0.6197
SNCB	5	0.0032078	0.02364	0.86321	0.97031	0.98114	0.99259
SNCG	5	-0.055038	-0.35691	0.87499	0.97187	0.72116	0.89011
SND1	5	0.18204	1.263	0.15173	0.52762	0.20659	0.60984
SNED1	5	0.040415	0.32507	0.68716	0.90972	0.74513	0.89934
SNF8	5	-1.2089	-3.5517	0.00011107	0.0036298	0.00038274	0.011398
SNIP1	5	-0.39505	-2.1283	0.11491	0.46578	0.033312	0.2906
SNN	5	0.031928	0.30376	0.72837	0.92698	0.76131	0.90542
SNPH	5	0.074639	0.72159	0.52749	0.84075	0.47055	0.76827
SNRK	5	0.58309	1.8188	0	0	0.068937	0.43909
SNRNP200	4	-1.339	-3.5223	0.0004443	0.010638	0.00042778	0.012265
SNRNP25	5	-1.1645	-3.7719	0.00016661	0.0050847	0.00016198	0.0061793
SNRNP27	4	-1.1735	-3.6802	0.0011663	0.022556	0.00023302	0.0079434
SNRNP35	5	-1.351	-4.2402	5.5537e-05	0.0021142	2.2329e-05	0.0015229
SNRNP40	5	-0.25495	-1.7505	0.29218	0.69288	0.080037	0.46264
SNRNP48	5	-0.21506	-1.5342	0.37182	0.75171	0.12498	0.5336
SNRNP70	5	-1.1826	-3.6121	0.00011107	0.0036298	0.00030377	0.0097433
SNRPA	5	-0.12233	-0.60652	0.62818	0.88735	0.54417	0.79993
SNRPA1	5	-2.2849	-4.8484	0	0	1.2444e-06	0.00020557
SNRPB	5	-1.1694	-3.3634	0.00016661	0.0050847	0.00076982	0.018988
SNRPB2	5	-0.13034	-0.60481	0.60197	0.87667	0.5453	0.80073
SNRPC	4	-0.42204	-1.9423	0.12729	0.4886	0.052107	0.385
SNRPD1	5	-2.3194	-5.8845	0	0	3.9923e-09	5.4379e-06
SNRPD2	5	-1.536	-4.482	0	0	7.3951e-06	0.00069393
SNRPD3	5	-2.5696	-6.5947	0	0	4.2626e-11	1.9188e-07
SNRPE	1	-2.4991	-2.6495	0.014939	0.14408	0.0080615	0.10405
SNRPF	4	-2.7121	-5.7459	0	0	9.1444e-09	8.666e-06
SNRPG	1	-2.4006	-2.1132	0.017328	0.15918	0.03458	0.29849
SNRPN	5	0.075158	0.94534	0.52555	0.84066	0.34448	0.69655
SNTA1	5	0.060797	0.24228	0.59136	0.87293	0.80856	0.92691
SNTB1	5	-0.15056	-1.6029	0.5396	0.84701	0.10896	0.51261
SNTB2	5	0.087592	0.86588	0.47234	0.8169	0.38656	0.71958
SNTG1	5	-0.21798	-1.3778	0.36549	0.74674	0.16825	0.57422
SNTG2	5	0.19069	1.4866	0.13201	0.49604	0.13713	0.54628
SNTN	5	0.14668	0.95386	0.24914	0.65546	0.34016	0.696
SNUPN	5	-0.33702	-2.2637	0.17178	0.55959	0.023591	0.22936
SNURF	4	0.22536	1.5823	0.10963	0.45499	0.11359	0.52036
SNW1	5	-1.5892	-4.0005	0	0	6.3215e-05	0.0031271
SNX1	5	-0.052932	-0.52365	0.88348	0.97452	0.60052	0.83314
SNX10	8	-0.039052	-0.37193	0.97823	0.99543	0.70995	0.88683
SNX11	5	0.20667	1.6891	0.1018	0.43757	0.091201	0.47864
SNX12	5	0.25454	1.3951	0.042375	0.27335	0.16297	0.57067
SNX13	5	0.058538	0.23649	0.60108	0.87647	0.81305	0.92843
SNX14	5	-0.14887	-0.90898	0.54515	0.84936	0.36336	0.70701
SNX15	5	-0.087372	-0.8404	0.74986	0.93214	0.40068	0.72905
SNX16	4	-0.16902	-0.52039	0.50694	0.83416	0.60279	0.83417
SNX17	5	-0.0058069	-0.035847	0.90564	0.97897	0.9714	0.9896
SNX18	4	-0.01843	-0.1189	0.98973	0.99815	0.90535	0.96529
SNX19	5	-0.1534	-0.97552	0.53199	0.84398	0.3293	0.69017
SNX2	5	0.19782	1.0038	0.11835	0.47272	0.31548	0.68104
SNX20	5	0.069587	1.3884	0.55043	0.85256	0.16503	0.57166
SNX21	7	-0.10405	-1.1287	0.67094	0.90205	0.25903	0.64724
SNX22	5	0.1156	0.97797	0.35733	0.73818	0.32809	0.68905
SNX24	4	0.34785	1.3434	0.010608	0.11242	0.17915	0.58353
SNX25	5	0.15239	1.4819	0.23159	0.63795	0.13837	0.54774
SNX27	5	-0.24041	-1.7566	0.31984	0.71452	0.078994	0.46199
SNX29	5	-0.0093175	-0.087208	0.92258	0.98407	0.93051	0.9746
SNX3	5	0.29569	1.6056	0.016495	0.15357	0.10836	0.51107
SNX30	5	0.13207	0.95823	0.29996	0.69988	0.33795	0.69525
SNX31	5	-0.18278	-1.6831	0.44985	0.80285	0.09235	0.48129
SNX32	5	0.1223	1.0744	0.33278	0.72023	0.28265	0.66126
SNX33	5	0.11075	0.89314	0.37615	0.75308	0.37178	0.7117
SNX4	5	0.137	1.3465	0.28285	0.68707	0.17815	0.58348
SNX5	5	-0.028586	-0.32191	0.98917	0.99815	0.74752	0.89982
SNX6	4	-0.067744	-0.23141	0.81884	0.95543	0.81699	0.93016
SNX7	5	0.072677	0.61894	0.53654	0.84573	0.53596	0.79665
SNX8	5	0.034828	0.36911	0.71415	0.92093	0.71205	0.88756
SNX9	5	0.26632	0.9932	0.033267	0.2396	0.32061	0.6844
SOAT1	5	0.099259	0.68481	0.42308	0.78383	0.49347	0.77764
SOAT2	5	0.32423	1.9527	0.0081084	0.09347	0.050859	0.37873
SOBP	5	0.20296	1.4053	0.10869	0.4528	0.15994	0.5678
SOCS1	5	0.0049747	0.054018	0.85349	0.96666	0.95692	0.98435
SOCS2	5	0.0070874	0.059964	0.84383	0.96305	0.95218	0.98382
SOCS3	5	-0.035449	-0.3292	0.95813	0.99134	0.74201	0.89871
SOCS4	5	-0.049718	-0.34324	0.89653	0.97771	0.73142	0.89429
SOCS5	5	-0.32527	-1.7232	0.18644	0.5779	0.084844	0.47018
SOCS6	5	-0.02406	-0.13676	0.98961	0.99815	0.89122	0.95937
SOCS7	5	0.19194	1.5013	0.12951	0.49136	0.13327	0.54207
SOD1	5	-0.67463	-2.7734	0.01294	0.13097	0.005547	0.078708
SOD2	5	-0.44498	-2.732	0.080029	0.38956	0.0062942	0.086762
SOD3	5	0.11445	1.2265	0.36243	0.74387	0.22002	0.61745
SOGA1	5	-0.22015	-1.8443	0.36144	0.74267	0.065133	0.42943
SOGA2	4	0.23808	1.5588	0.089692	0.41124	0.11904	0.52773
SOGA3	5	0.22649	1.3671	0.072698	0.3703	0.17159	0.57772
SOHLH1	5	0.0030041	0.024418	0.86377	0.97031	0.98052	0.99254
SON	5	-0.82568	-2.5495	0.0028324	0.042607	0.010788	0.12838
SORBS1	5	0.097698	0.73314	0.42919	0.78833	0.46348	0.76502
SORBS2	5	0.11099	0.87542	0.37537	0.7527	0.38135	0.71685
SORBS3	5	-0.43307	-2.2593	0.086693	0.40493	0.023868	0.23143
SORCS1	5	0.034113	0.22002	0.71748	0.92234	0.82586	0.93367
SORCS2	5	-0.014429	-0.17874	0.94441	0.98751	0.85814	0.94544
SORCS3	5	0.14094	1.1199	0.26885	0.67311	0.26274	0.64963
SORD	5	0.017449	0.15319	0.79462	0.94712	0.87825	0.95407
SORL1	5	0.22297	1.6339	0.077863	0.38495	0.10228	0.50195
SORT1	5	0.13189	1.0772	0.30057	0.70031	0.2814	0.66126
SOS1	5	-0.47168	-2.6262	0.065367	0.35082	0.0086335	0.10909
SOS2	5	-0.039134	-0.37315	0.94169	0.98696	0.70904	0.88678
SOST	5	0.088059	0.74801	0.47062	0.81577	0.45445	0.76058
SOSTDC1	5	-0.025017	-0.25339	0.994	0.99844	0.79997	0.92329
SOWAHA	5	0.10612	0.90476	0.39426	0.76379	0.36559	0.70762
SOWAHB	5	-0.012567	-0.10003	0.93647	0.98621	0.92032	0.97068
SOWAHC	5	-0.13759	-0.65543	0.5782	0.866	0.51219	0.78687
SOWAHD	5	0.21898	1.6388	0.082972	0.39639	0.10126	0.49994
SOX1	5	-0.040314	-0.40112	0.93708	0.98621	0.68833	0.87765
SOX10	5	-2.0266	-5.162	0	0	2.4438e-07	6.9847e-05
SOX11	5	-0.0082363	-0.072202	0.91742	0.98271	0.94244	0.97932
SOX12	5	0.041115	0.40137	0.68411	0.90854	0.68814	0.87753
SOX13	5	0.22425	1.7829	0.075641	0.37812	0.074609	0.45263
SOX14	5	0.28537	2.2214	0.020882	0.17837	0.026323	0.24663
SOX15	5	-0.012619	-0.15727	0.93663	0.98621	0.87503	0.95309
SOX17	5	-0.2859	-2.3096	0.24203	0.64744	0.020908	0.20857
SOX18	5	0.071705	0.62944	0.54076	0.84788	0.52906	0.79403
SOX2	5	-0.084242	-0.70348	0.76114	0.93625	0.48176	0.77222
SOX21	5	0.11167	1.2216	0.37343	0.7526	0.22185	0.6197
SOX3	5	0.28844	1.5772	0.019327	0.17042	0.11474	0.52239
SOX30	5	-0.23073	-1.094	0.33833	0.72404	0.27396	0.65757
SOX4	5	-0.089459	-0.78388	0.74186	0.93097	0.43311	0.74787
SOX5	8	-0.04095	-0.45638	0.96829	0.99407	0.64812	0.86113
SOX6	5	-0.2604	-1.5104	0.28313	0.6871	0.13093	0.54008
SOX7	5	-0.58483	-2.9173	0.02788	0.2149	0.0035303	0.056051
SOX8	5	-0.014193	-0.089214	0.94335	0.98721	0.92891	0.97442
SOX9	5	-0.27238	-2.1239	0.26413	0.66976	0.033675	0.29278
SP1	5	0.074751	0.97215	0.52716	0.84075	0.33097	0.69051
SP100	5	0.13548	1.0672	0.28752	0.69038	0.2859	0.66242
SP110	5	0.11681	0.80998	0.35299	0.73471	0.41795	0.73759
SP140	5	0.10679	0.69159	0.3912	0.76126	0.48919	0.77563
SP140L	5	0.29872	1.4685	0.015495	0.14762	0.14196	0.55233
SP2	5	0.084017	0.63621	0.489	0.82794	0.52464	0.7931
SP3	5	-0.087517	-0.5944	0.74925	0.93183	0.55224	0.8052
SP4	5	0.086983	0.93382	0.4749	0.81914	0.35039	0.6991
SP5	5	0.020943	0.17167	0.77863	0.94404	0.8637	0.9477
SP6	5	0.031982	0.20465	0.7282	0.92698	0.83785	0.93788
SP7	5	0.079375	0.50931	0.50789	0.83432	0.61053	0.83767
SP8	5	0.029832	0.61741	0.73798	0.92992	0.53696	0.79708
SP9	5	0.025262	0.24255	0.75697	0.9347	0.80836	0.92683
SPA17	5	0.23936	1.4063	0.05687	0.32333	0.15963	0.56737
SPACA1	5	0.14827	1.2607	0.2437	0.64835	0.20743	0.60999
SPACA3	5	0.084429	0.63271	0.487	0.82641	0.52692	0.79384
SPACA4	5	0.083175	1.0371	0.49245	0.82908	0.29971	0.66922
SPACA7	5	-0.017147	-0.089861	0.9569	0.9912	0.9284	0.97417
SPAG1	5	-0.47164	-2.7918	0.065367	0.35082	0.0052415	0.075563
SPAG11A	4	-0.87345	-2.6314	0.007442	0.087467	0.0085032	0.1079
SPAG11B	4	-0.84427	-2.8911	0.0087193	0.098371	0.0038388	0.059132
SPAG16	5	0.12116	0.80893	0.33622	0.72278	0.41856	0.73807
SPAG17	5	0.10687	0.75263	0.39093	0.76125	0.45168	0.75953
SPAG4	5	0.010886	0.10607	0.82639	0.95858	0.91553	0.96908
SPAG5	5	-0.32547	-1.8856	0.1861	0.57766	0.059347	0.41211
SPAG6	5	0.11403	0.86556	0.36421	0.74523	0.38673	0.7196
SPAG7	5	0.15269	1.4036	0.23087	0.63738	0.16045	0.568
SPAG8	5	0.015153	0.12247	0.80634	0.95138	0.90252	0.964
SPAG9	5	-0.34693	-2.2157	0.16134	0.54511	0.026709	0.24844
SPAM1	5	-0.047844	-0.45101	0.90475	0.97879	0.65198	0.86277
SPANXA2	2	-0.12256	-0.54902	0.65128	0.8968	0.58299	0.82235
SPANXC	1	-0.023064	-0.12955	0.8761	0.97215	0.89692	0.96151
SPANXD	2	-0.22257	-1.5234	0.46473	0.8118	0.12765	0.53614
SPANXN1	2	0.24067	0.89418	0.23748	0.64306	0.37123	0.71155
SPANXN2	4	-0.027537	-0.1026	0.97007	0.99426	0.91828	0.97024
SPANXN3	5	0.33157	1.5398	0.0064423	0.079235	0.12361	0.53272
SPANXN4	3	0.16782	0.94711	0.32012	0.71478	0.34358	0.69644
SPANXN5	1	0.20696	0.94642	0.50061	0.83178	0.34394	0.69644
SPARC	5	0.21553	1.2628	0.088193	0.4076	0.20667	0.60984
SPARCL1	5	0.085647	0.60741	0.48134	0.823	0.54358	0.79978
SPAST	5	-0.037373	-0.32626	0.94979	0.98907	0.74423	0.89919
SPATA12	5	-0.033909	-0.22225	0.96418	0.99262	0.82412	0.93366
SPATA13	5	0.15134	0.89134	0.23392	0.63847	0.37274	0.71256
SPATA16	5	0.041296	0.37977	0.68333	0.90823	0.70411	0.8846
SPATA17	5	-0.13553	-0.45938	0.58553	0.87017	0.64596	0.86087
SPATA18	5	0.19159	0.99885	0.13018	0.49244	0.31787	0.68267
SPATA19	5	0.33443	1.694	0.005998	0.074948	0.090273	0.47671
SPATA2	5	0.027225	0.24651	0.74886	0.93147	0.80529	0.92527
SPATA20	5	0.067915	0.45003	0.55837	0.8569	0.65269	0.86294
SPATA21	4	0.1052	0.78821	0.46062	0.80966	0.43057	0.74583
SPATA22	5	-0.079013	-0.55988	0.77996	0.94404	0.57556	0.81783
SPATA24	5	0.020233	0.16264	0.78241	0.94462	0.8708	0.95103
SPATA25	5	0.11338	0.86152	0.36693	0.74774	0.38895	0.72074
SPATA2L	5	0.027412	0.31961	0.74803	0.93121	0.74926	0.90085
SPATA3	5	0.25794	1.5936	0.03932	0.26369	0.11102	0.51549
SPATA31A3	1	-0.065446	-0.09163	0.77641	0.94338	0.92699	0.97353
SPATA31A6	1	-0.068359	-0.37466	0.76991	0.94046	0.70791	0.88629
SPATA31D1	5	0.21618	1.6029	0.087193	0.4061	0.10896	0.51261
SPATA31E1	5	0.14417	1.3899	0.25719	0.66328	0.16455	0.57153
SPATA32	5	0.16355	1.0713	0.1991	0.59522	0.28402	0.66197
SPATA33	5	-0.20406	-1.6977	0.39709	0.76635	0.089562	0.47564
SPATA4	5	0.018304	0.12921	0.7904	0.94622	0.89719	0.96154
SPATA5	5	-0.56448	-2.0238	0.031656	0.23237	0.042986	0.34324
SPATA5L1	5	-1.0104	-3.9087	0.00072198	0.015892	9.2796e-05	0.0041256
SPATA6	5	0.24572	1.3826	0.050261	0.30137	0.1668	0.57295
SPATA6L	5	0.23606	1.3575	0.060869	0.33599	0.17462	0.58148
SPATA7	5	0.040467	0.28175	0.68705	0.90972	0.77814	0.91439
SPATA8	5	-0.059184	-0.46951	0.8596	0.96931	0.63871	0.85493
SPATA9	5	0.029884	0.1908	0.73787	0.92992	0.84869	0.94161
SPATC1	5	-0.40935	-2.0548	0.10352	0.44213	0.039896	0.32776
SPATC1L	5	-0.017283	-0.16729	0.95746	0.99132	0.86714	0.94894
SPATS1	5	-0.2041	-1.3441	0.39692	0.76619	0.17891	0.58348
SPATS2	5	0.15195	0.9507	0.23276	0.63795	0.34176	0.69644
SPATS2L	5	0.2587	1.6217	0.038765	0.26186	0.10488	0.50687
SPC24	5	-1.4056	-4.4573	0	0	8.3009e-06	0.00073993
SPC25	5	-2.1386	-4.4042	0	0	1.0617e-05	0.00087975
SPCS1	5	-0.43524	-1.9227	0.08536	0.40204	0.054518	0.39342
SPCS2	4	-1.0373	-2.4732	0.002999	0.044702	0.013391	0.15203
SPCS3	5	-1.5406	-4.3016	0	0	1.6959e-05	0.0012885
SPDEF	5	-0.042305	-0.4623	0.92908	0.98494	0.64386	0.85903
SPDL1	5	-1.1619	-3.8149	0.00016661	0.0050847	0.00013627	0.0054646
SPDYA	5	0.097091	0.68237	0.43163	0.79016	0.495	0.77827
SPDYC	5	0.074699	0.74192	0.52738	0.84075	0.45813	0.76214
SPDYE1	2	-0.73955	-1.3436	0.093691	0.42017	0.17907	0.58348
SPDYE4	4	0.084412	0.64079	0.54554	0.84989	0.52166	0.79205
SPECC1	5	0.11089	0.86448	0.3756	0.7527	0.38733	0.71994
SPECC1L	5	-0.075981	-0.83514	0.79207	0.94677	0.40364	0.72971
SPEF1	5	-0.079055	-0.69299	0.77985	0.94404	0.48832	0.77501
SPEF2	5	-0.11967	-0.66198	0.6354	0.88986	0.50798	0.78522
SPEG	6	0.10565	1.2552	0.35238	0.73412	0.2094	0.61064
SPEM1	5	0.18501	1.2833	0.14401	0.51794	0.19938	0.60252
SPEN	5	0.18739	1.7187	0.13912	0.51029	0.085669	0.47145
SPERT	5	-0.02022	-0.27666	0.97229	0.99428	0.78204	0.91564
SPESP1	5	0.02352	0.091647	0.76613	0.93869	0.92698	0.97353
SPG11	5	-0.096911	-0.73634	0.71676	0.92179	0.46152	0.76362
SPG20	5	0.056594	0.45911	0.6098	0.87994	0.64615	0.86087
SPG21	5	-0.059628	-0.33874	0.85777	0.9687	0.73481	0.89581
SPG7	5	0.17947	1.5821	0.15834	0.54015	0.11363	0.52036
SPHAR	1	-0.39511	-0.42773	0.32506	0.71763	0.66885	0.86952
SPHK1	5	-0.11381	-0.69969	0.65412	0.89779	0.48412	0.77289
SPHK2	5	-0.089719	-0.96237	0.74114	0.93097	0.33586	0.69392
SPHKAP	5	0.13843	1.0429	0.27752	0.68181	0.29698	0.6686
SPI1	5	-0.023641	-0.21958	0.98756	0.99781	0.8262	0.93367
SPIB	9	0.070933	0.80082	0.38915	0.76022	0.42323	0.74105
SPIC	5	-0.13072	-0.92599	0.6008	0.87647	0.35445	0.70141
SPICE1	5	0.14679	0.94083	0.24864	0.65453	0.34679	0.69754
SPIDR	5	-0.38789	-2.0621	0.12179	0.47861	0.039196	0.32404
SPIN1	5	0.12547	0.72642	0.32261	0.71557	0.46758	0.76637
SPIN2A	2	-0.18986	-0.84188	0.51849	0.83716	0.39985	0.72821
SPIN2B	2	0.19758	1.0634	0.34389	0.72787	0.2876	0.66287
SPIN3	5	0.2724	1.2209	0.028268	0.21632	0.22211	0.61971
SPIN4	5	0.021381	0.12732	0.77652	0.94339	0.89868	0.96245
SPINK1	4	0.19716	0.55493	0.164	0.54899	0.57894	0.81962
SPINK13	5	0.22042	1.5298	0.081584	0.39347	0.12608	0.5344
SPINK14	5	-0.018135	-0.18365	0.96179	0.99198	0.85429	0.94376
SPINK2	9	0.072202	1.1532	0.38454	0.75924	0.24883	0.64188
SPINK4	4	0.1499	1.1226	0.29518	0.69659	0.26159	0.64916
SPINK5	5	0.1027	0.72579	0.40859	0.77313	0.46797	0.76651
SPINK6	5	-0.34056	-1.3519	0.16861	0.55604	0.1764	0.58273
SPINK7	5	0.091221	0.52685	0.45807	0.80842	0.5983	0.8315
SPINK8	5	-0.012288	-0.11262	0.93558	0.98607	0.91033	0.96705
SPINK9	3	0.19327	0.63836	0.25097	0.65727	0.52324	0.79252
SPINT1	5	-0.23359	-1.4298	0.33322	0.72055	0.15277	0.56161
SPINT2	5	0.041618	0.56854	0.6815	0.90715	0.56967	0.81447
SPINT3	3	0.10239	0.63985	0.55043	0.85256	0.52227	0.79225
SPINT4	5	0.22581	1.1364	0.073476	0.37215	0.25577	0.64506
SPIRE1	5	0.34979	1.825	0.0038876	0.054348	0.067995	0.43722
SPIRE2	5	0.10823	0.98487	0.38637	0.75977	0.32469	0.68655
SPN	5	0.14138	1.1295	0.26752	0.67196	0.25867	0.64724
SPNS1	5	-0.29572	-1.9045	0.22842	0.63511	0.056844	0.40154
SPNS2	5	0.12938	1.2661	0.3094	0.70572	0.20547	0.60891
SPNS3	5	0.26363	1.5118	0.034933	0.2458	0.13059	0.54004
SPO11	5	0.18087	1.1991	0.15495	0.53387	0.23048	0.62623
SPOCD1	5	0.070864	0.742	0.54482	0.84928	0.45808	0.76214
SPOCK1	5	0.095546	0.8123	0.43958	0.797	0.41662	0.73604
SPOCK2	7	-0.014308	-0.13361	0.90253	0.97858	0.89371	0.96039
SPOCK3	7	0.12506	1.1261	0.23264	0.63795	0.26014	0.64865
SPON2	5	-0.05026	-0.51388	0.89376	0.97658	0.60733	0.83645
SPOP	5	0.066242	0.39914	0.5672	0.86164	0.68979	0.87812
SPOPL	5	0.083079	0.58358	0.49334	0.82961	0.5595	0.80906
SPP1	5	0.19176	1.4881	0.12979	0.492	0.13672	0.54564
SPP2	5	0.29067	1.576	0.018272	0.16417	0.11504	0.52254
SPPL2A	5	-0.069997	-0.51305	0.81645	0.95486	0.60792	0.83645
SPPL2C	5	0.11528	0.80538	0.35866	0.73966	0.4206	0.73926
SPPL3	5	0.23376	1.5391	0.062757	0.3416	0.12378	0.53306
SPR	5	0.032051	0.2635	0.72787	0.92698	0.79216	0.92062
