Gene	sgRNA	Mel285|beta	Mel285|z	Mel285|p-value	Mel285|fdr	Mel285|wald-p-value	Mel285|wald-fdr
TRO	14	0.1405	2.0542	0.14839	0.59669	0.039955	0.68582
TROAP	5	-0.11372	-0.83011	0.3701	0.79126	0.40648	0.83598
TROVE2	5	-0.044719	-0.53974	0.64989	0.91813	0.58937	0.8839
TRPA1	5	0.3677	1.59	0.0084416	0.14686	0.11184	0.80175
TRPC1	5	-0.016348	-0.1588	0.79151	0.95484	0.87382	0.9668
TRPC3	5	0.091785	0.84839	0.62224	0.91008	0.39622	0.83586
TRPC4	5	0.20388	1.3453	0.17894	0.63638	0.17852	0.80175
TRPC4AP	5	-0.0026067	-0.020401	0.86577	0.97322	0.98372	0.99617
TRPC5	5	0.019042	0.14006	0.97895	0.99568	0.88862	0.97104
TRPC6	5	-0.048273	-0.25402	0.63351	0.91446	0.79948	0.94857
TRPC7	5	-0.10951	-0.80195	0.38354	0.79806	0.42258	0.83954
TRPM1	7	0.18965	1.2604	0.14623	0.59342	0.20753	0.80175
TRPM2	5	0.15977	1.2421	0.31573	0.7624	0.2142	0.80175
TRPM3	5	0.17312	1.1706	0.26841	0.72562	0.24176	0.80175
TRPM4	5	-0.075563	-0.71064	0.50739	0.8681	0.47731	0.85629
TRPM5	5	0.0074681	0.081286	0.91897	0.98612	0.93521	0.9839
TRPM6	5	-0.25362	-1.7067	0.087582	0.48271	0.087871	0.80175
TRPM7	5	0.21864	1.2777	0.14528	0.59145	0.20137	0.80175
TRPM8	5	-0.038355	-0.28009	0.67877	0.92413	0.77941	0.94297
TRPS1	5	0.24307	1.1789	0.099134	0.51	0.23844	0.80175
TRPT1	5	0.014085	0.093716	0.95196	0.99167	0.92534	0.98215
TRPV1	5	0.16333	1.4971	0.30162	0.75176	0.13436	0.80175
TRPV2	5	0.10588	0.62776	0.55037	0.8838	0.53016	0.87016
TRPV3	5	0.16065	1.2059	0.31228	0.76038	0.22785	0.80175
TRPV4	5	-0.022496	-0.22436	0.75791	0.94431	0.82248	0.95507
TRPV5	5	0.18007	1.0474	0.24581	0.71075	0.29491	0.81443
TRPV6	5	0.21655	1.3087	0.14984	0.59885	0.19063	0.80175
TRRAP	5	-0.18818	-1.4251	0.18022	0.63815	0.15413	0.80175
TRUB1	5	0.14925	0.8465	0.35372	0.78494	0.39728	0.83586
TRUB2	5	-0.083732	-0.93609	0.47723	0.85317	0.34923	0.82419
TSACC	5	-0.02959	-0.18642	0.72126	0.93398	0.85211	0.96169
TSC1	5	0.21971	1.3311	0.14279	0.58578	0.18316	0.80175
TSC2	5	0.26892	1.3318	0.063479	0.42224	0.18291	0.80175
TSC22D1	11	0.072273	0.65586	0.57886	0.89753	0.51192	0.86608
TSC22D2	5	-0.30868	-2.2944	0.048373	0.37592	0.021767	0.49733
TSC22D3	13	0.11621	1.2937	0.2648	0.72308	0.19576	0.80175
TSC22D4	5	0.087528	0.85047	0.64578	0.91705	0.39506	0.83586
TSEN15	6	0.15067	0.85224	0.30668	0.75523	0.39408	0.83543
TSEN2	5	-0.21248	-1.4144	0.1399	0.58078	0.15725	0.80175
TSEN34	5	-0.19898	-1.6582	0.16283	0.61694	0.097283	0.80175
TSEN54	5	0.046165	0.36511	0.87343	0.97527	0.71503	0.92522
TSFM	5	-0.19984	-1.8693	0.16095	0.61489	0.061581	0.80175
TSG101	4	-1.0668	-3.5542	0	0	0.00037909	0.071103
TSGA10	5	-0.11316	-0.92078	0.37193	0.79311	0.35716	0.82419
TSGA10IP	5	-0.060365	-0.53836	0.57486	0.89678	0.59033	0.88403
TSGA13	5	0.13618	0.85199	0.40742	0.81186	0.39422	0.83543
TSHB	5	-0.10214	-0.68044	0.40859	0.81212	0.49622	0.86272
TSHR	5	0.3359	1.4327	0.016828	0.21925	0.15195	0.80175
TSHZ1	5	0.056601	0.56886	0.81351	0.96199	0.56945	0.87749
TSHZ2	5	-0.19648	-2.0999	0.16656	0.6206	0.035734	0.64601
TSHZ3	5	0.31165	1.7764	0.028491	0.28756	0.075671	0.80175
TSKS	5	0.13884	0.99177	0.39581	0.80365	0.32131	0.81874
TSKU	5	0.2507	1.7946	0.085694	0.478	0.072716	0.80175
TSLP	5	-0.023039	-0.27871	0.7548	0.94375	0.78047	0.94346
TSN	6	-0.12134	-0.92992	0.30362	0.75303	0.35241	0.82419
TSNARE1	5	0.14863	0.84923	0.35588	0.78494	0.39575	0.83586
TSNAX	5	0.010445	0.053181	0.93386	0.9887	0.95759	0.99068
TSNAXIP1	5	-0.080903	-0.68466	0.48728	0.85752	0.49356	0.86239
TSPAN1	5	0.055982	0.45268	0.81656	0.96255	0.65078	0.90589
TSPAN11	5	-0.20813	-1.157	0.14717	0.59546	0.24728	0.80175
TSPAN12	5	0.21505	1.431	0.15323	0.60398	0.15244	0.80175
TSPAN13	5	0.16333	1.0162	0.30168	0.75176	0.30952	0.81715
TSPAN14	5	-0.073348	-0.68589	0.51661	0.87163	0.49278	0.8623
TSPAN15	5	0.094424	0.81702	0.60819	0.90675	0.41392	0.83808
TSPAN16	5	0.11424	0.98936	0.51022	0.86908	0.32249	0.81874
TSPAN17	5	-0.14665	-1.3592	0.27458	0.73171	0.17407	0.80175
TSPAN18	5	-0.040045	-0.48366	0.67194	0.92352	0.62863	0.8989
TSPAN19	5	0.15403	0.92657	0.3365	0.77511	0.35415	0.82419
TSPAN2	5	0.1939	0.88303	0.20421	0.66673	0.37722	0.83095
TSPAN3	6	0.3742	1.3582	0.0039987	0.089552	0.17439	0.80175
TSPAN31	5	-0.21874	-0.99964	0.1294	0.56145	0.31748	0.81871
TSPAN32	5	0.043768	0.41139	0.88698	0.97832	0.68078	0.91214
TSPAN33	5	0.24205	1.8199	0.10097	0.51559	0.068774	0.80175
TSPAN4	5	-0.1642	-1.314	0.23048	0.69559	0.18885	0.80175
TSPAN5	5	0.083467	0.57738	0.66556	0.92256	0.56368	0.87595
TSPAN6	5	-0.054607	-0.36523	0.60341	0.90523	0.71494	0.92522
TSPAN7	5	2.8301e-05	0.00027932	0.87876	0.97661	0.99978	0.99989
TSPAN8	5	-0.22953	-1.7562	0.11457	0.53553	0.079055	0.80175
TSPAN9	5	-0.021227	-0.14276	0.76447	0.94612	0.88648	0.97032
TSPEAR	5	0.21044	1.383	0.163	0.61694	0.16666	0.80175
TSPO	5	0.098667	0.95193	0.58719	0.90119	0.34113	0.8218
TSPO2	5	0.22258	1.4786	0.1364	0.57477	0.13924	0.80175
TSPY1	1	0.32051	0.83714	0.31312	0.76137	0.40251	0.83589
TSPYL1	5	0.22501	1.4045	0.13118	0.56474	0.16016	0.80175
TSPYL2	5	-0.032776	-0.28383	0.70638	0.93077	0.77654	0.94219
TSPYL4	5	0.28244	1.1951	0.050428	0.3854	0.23203	0.80175
TSPYL5	5	-0.012564	-0.16057	0.81217	0.96199	0.87243	0.96636
TSPYL6	5	-0.025606	-0.20541	0.7407	0.94055	0.83725	0.95866
TSR1	5	-0.58056	-2.9266	0.0012774	0.041145	0.0034265	0.18678
TSR2	5	-1.2319	-3.8696	0	0	0.000109	0.038485
TSR3	5	-0.035536	-0.33448	0.69177	0.92686	0.73802	0.93262
TSSC1	5	-0.011599	-0.0755	0.81734	0.96303	0.93982	0.98581
TSSC4	5	0.25633	1.4767	0.078585	0.46333	0.13975	0.80175
TSSK1B	5	0.10315	0.90199	0.56437	0.89116	0.36706	0.82994
TSSK2	5	0.093566	1.0928	0.61224	0.90701	0.27447	0.81039
TSSK3	5	0.027999	0.23784	0.97329	0.99512	0.812	0.95237
TSSK4	5	-0.16241	-1.2975	0.23537	0.69888	0.19446	0.80175
TSSK6	5	0.14292	1.4312	0.37721	0.79543	0.15238	0.80175
TST	5	0.27193	1.9612	0.060369	0.41347	0.049861	0.75319
TSTA3	5	0.15972	0.86995	0.31595	0.7624	0.38433	0.83302
TSTD1	10	0.048902	0.54872	0.77491	0.94976	0.5832	0.88225
TSTD2	5	-0.11117	-0.46374	0.37876	0.79622	0.64283	0.90383
TTBK1	5	0.10911	0.71579	0.53504	0.87856	0.47412	0.85506
TTBK2	5	0.013498	0.087587	0.94863	0.99125	0.9302	0.98247
TTC1	5	-0.48506	-2.4769	0.0049983	0.10393	0.013254	0.37551
TTC12	5	-0.075478	-0.85536	0.50761	0.8681	0.39235	0.83518
TTC13	5	-0.11003	-0.85752	0.38193	0.79806	0.39116	0.83509
TTC14	4	-0.035421	-0.12969	0.71382	0.93231	0.89681	0.97347
TTC16	5	0.056982	0.6353	0.81178	0.96199	0.52523	0.86917
TTC17	5	0.041634	0.32198	0.89898	0.9811	0.74747	0.93431
TTC18	5	-0.078362	-0.6085	0.49656	0.86245	0.54286	0.87161
TTC19	5	-0.18104	-0.98665	0.19599	0.65821	0.32381	0.81874
TTC21A	5	0.093815	0.5769	0.61069	0.90685	0.56401	0.87623
TTC21B	5	-0.0086869	-0.059503	0.83367	0.96772	0.95255	0.99018
TTC22	5	-0.0031247	-0.044076	0.86249	0.9719	0.96484	0.99163
TTC23	5	0.076513	0.53881	0.70254	0.93	0.59002	0.88403
TTC23L	5	0.21283	1.3253	0.15784	0.61053	0.18508	0.80175
TTC24	5	-0.13448	-1.1644	0.30673	0.75523	0.24426	0.80175
TTC26	5	0.083255	0.63266	0.66672	0.92274	0.52696	0.86917
TTC27	5	-0.33058	-2.3056	0.038598	0.33705	0.021135	0.49488
TTC28	5	-0.022615	-0.22108	0.75719	0.94419	0.82503	0.9557
TTC29	4	-0.021448	-0.10882	0.77663	0.95019	0.91334	0.97869
TTC3	5	-0.08301	-0.73232	0.47962	0.85403	0.46397	0.85051
TTC30A	5	0.09972	0.87138	0.58292	0.89923	0.38355	0.83285
TTC30B	5	0.18964	0.94777	0.21654	0.67915	0.34325	0.8235
TTC31	5	0.078906	0.50459	0.68921	0.926	0.61384	0.89274
TTC32	5	0.023322	0.11228	0.99633	0.9985	0.9106	0.97755
TTC33	5	-0.0079539	-0.062381	0.83761	0.96878	0.95026	0.98961
TTC34	4	0.24462	1.3139	0.1379	0.57691	0.1889	0.80175
TTC36	5	-0.12991	-1.6504	0.32173	0.76852	0.098852	0.80175
TTC37	5	-0.13601	-0.81267	0.30251	0.75224	0.41641	0.83925
TTC38	5	0.22212	1.6514	0.1374	0.57669	0.098654	0.80175
TTC39A	5	-0.0028091	-0.023124	0.86477	0.97296	0.98155	0.99473
TTC39B	5	-0.003756	-0.022161	0.85994	0.97103	0.98232	0.99524
TTC39C	9	0.24921	1.5592	0.023214	0.26207	0.11895	0.80175
TTC4	5	-0.16006	-1.2877	0.24131	0.70545	0.19784	0.80175
TTC40	5	0.24812	1.7704	0.089914	0.48649	0.076661	0.80175
TTC5	5	0.15972	0.80224	0.31595	0.7624	0.42241	0.83938
TTC7A	5	-0.21124	-1.4444	0.14145	0.58373	0.14863	0.80175
TTC7B	5	0.082841	0.67257	0.6685	0.92274	0.50122	0.86403
TTC8	5	0.2173	1.584	0.1479	0.59588	0.1132	0.80175
TTC9	5	0.14821	0.92951	0.35683	0.78519	0.35262	0.82419
TTC9B	5	-0.041909	-0.31026	0.66356	0.92198	0.75636	0.9358
TTC9C	5	-0.13715	-0.84209	0.29884	0.75147	0.39974	0.83589
TTF1	5	-0.33326	-2.3989	0.037376	0.33235	0.016445	0.43292
TTF2	5	-0.23976	-1.6794	0.10297	0.51975	0.09308	0.80175
TTI1	5	-0.021716	-0.14478	0.76219	0.94559	0.88488	0.96974
TTI2	5	-0.14378	-1.047	0.28191	0.73666	0.29511	0.81464
TTK	5	0.010485	0.070131	0.93408	0.9887	0.94409	0.9873
TTL	5	0.02426	0.19768	0.99167	0.99721	0.84329	0.96061
TTLL1	5	0.22144	1.5168	0.13973	0.58078	0.12932	0.80175
TTLL10	5	0.17034	1.4016	0.27769	0.73302	0.16104	0.80175
TTLL11	5	-0.14591	-1.4848	0.27591	0.73171	0.1376	0.80175
TTLL12	5	0.21198	1.1202	0.15939	0.61228	0.26265	0.80689
TTLL2	5	0.095002	0.94275	0.60447	0.90549	0.34581	0.82419
TTLL3	3	0.18546	1.3002	0.35477	0.78494	0.19353	0.80175
TTLL4	5	-0.17527	-0.95726	0.2071	0.66876	0.33844	0.821
TTLL5	5	-0.093646	-0.68463	0.43996	0.83186	0.49357	0.86239
TTLL6	5	-0.023587	-0.16098	0.75214	0.94368	0.87211	0.96634
TTLL7	5	0.1456	0.75144	0.36727	0.79016	0.45239	0.84646
TTLL9	5	-0.10983	-0.93302	0.38276	0.79806	0.35081	0.82419
TTN	5	-0.038672	-0.40862	0.67733	0.92402	0.68282	0.91257
TTPA	4	0.085758	0.35619	0.69094	0.92678	0.7217	0.92791
TTPAL	5	-0.12866	-0.87442	0.32534	0.7695	0.38189	0.83167
TTR	5	0.17379	1.04	0.26647	0.72521	0.29835	0.81514
TTYH1	5	0.24273	1.5072	0.099856	0.51254	0.13176	0.80175
TTYH2	6	0.10969	1.0335	0.48956	0.85807	0.30137	0.81646
TTYH3	5	-0.10932	-1.0267	0.38382	0.79806	0.30458	0.81705
TUB	5	0.13625	1.3062	0.40698	0.81186	0.19148	0.80175
TUBA1A	5	-0.028664	-0.12661	0.72559	0.93498	0.89925	0.97371
TUBA1B	4	-0.62341	-2.2197	0.0021104	0.058915	0.02644	0.55039
TUBA1C	3	-0.57076	-2.0843	0.012718	0.18663	0.037133	0.65939
TUBA3C	4	-0.24606	-1.5673	0.13346	0.56943	0.11705	0.80175
TUBA3D	5	-0.26625	-1.616	0.076697	0.4588	0.10609	0.80175
TUBA3E	2	-0.16564	-0.87388	0.40892	0.81216	0.38218	0.83201
TUBA4A	5	-0.096815	-0.68123	0.42797	0.82479	0.49573	0.86272
TUBA8	5	0.1578	1.0293	0.32306	0.76852	0.30336	0.81692
TUBAL3	5	0.12342	0.80861	0.46557	0.84591	0.41874	0.83932
TUBB	5	-0.83855	-3.5545	0	0	0.00037869	0.071103
TUBB1	5	-0.1204	-0.79581	0.35055	0.78494	0.42614	0.84002
TUBB2A	3	0.36951	1.2722	0.041486	0.35005	0.20332	0.80175
TUBB2B	3	0.29176	1.3035	0.11318	0.53403	0.1924	0.80175
TUBB3	8	-0.061436	-0.6286	0.489	0.85777	0.52961	0.87009
TUBB4A	5	0.012846	0.084977	0.94552	0.9908	0.93228	0.9832
TUBB4B	5	-0.38094	-2.1635	0.019716	0.241	0.030504	0.59098
TUBB6	5	0.16759	1.2472	0.28696	0.74079	0.21233	0.80175
TUBB8	1	-0.17075	-0.65212	0.52405	0.87397	0.51432	0.86608
TUBD1	10	-0.37002	-2.791	0.0011663	0.038462	0.0052545	0.22798
TUBE1	5	-0.019413	-0.14803	0.77391	0.94944	0.88232	0.96866
TUBG1	5	-0.36709	-2.1218	0.024159	0.26638	0.033852	0.6231
TUBG2	5	-0.35553	-1.4042	0.028102	0.28563	0.16027	0.80175
TUBGCP2	5	-0.18648	-1.3207	0.18399	0.64197	0.18659	0.80175
TUBGCP3	4	-0.27425	-1.5544	0.10197	0.51733	0.1201	0.80175
TUBGCP4	5	-0.51311	-2.6599	0.0032767	0.079408	0.0078174	0.28785
TUBGCP5	5	-0.33655	-1.8226	0.036099	0.32696	0.068365	0.80175
TUBGCP6	5	-0.19798	-1.3273	0.16478	0.61904	0.18441	0.80175
TUFM	5	0.063578	0.44964	0.77458	0.94968	0.65297	0.90601
TUFT1	5	-0.12324	-0.78417	0.34139	0.77914	0.43294	0.84063
TULP1	5	0.23435	1.6198	0.11391	0.5347	0.10527	0.80175
TULP2	5	0.056693	0.38869	0.81306	0.96199	0.6975	0.91851
TULP3	5	0.18628	1.2408	0.22704	0.69106	0.21468	0.80175
TULP4	5	0.015314	0.15316	0.95807	0.99298	0.87827	0.96785
TUSC1	5	0.086244	0.62988	0.65228	0.91822	0.52877	0.86966
TUSC2	5	0.1938	1.5556	0.20454	0.66691	0.1198	0.80175
TUSC3	5	0.18608	1.2645	0.22781	0.69278	0.20606	0.80175
TUSC5	5	0.23763	0.96389	0.10824	0.52576	0.3351	0.82078
TUT1	5	-0.44251	-2.2454	0.0091636	0.15464	0.024741	0.53185
TVP23A	5	0.14334	0.73084	0.37599	0.79477	0.46488	0.8509
TVP23B	3	0.077475	0.25567	0.77319	0.94908	0.79821	0.94843
TVP23C	6	-0.30516	-1.8884	0.031878	0.30581	0.058973	0.80175
TVP23C-CDRT4	2	-0.033968	-0.11677	0.77274	0.94898	0.90704	0.97657
TWF1	5	-0.011037	-0.070344	0.82062	0.96367	0.94392	0.9873
TWF2	5	0.072343	0.61479	0.72581	0.93498	0.5387	0.87151
TWIST1	5	0.10376	0.76944	0.56065	0.88943	0.44163	0.8435
TWIST2	5	-0.0081498	-0.11438	0.83655	0.96849	0.90894	0.9768
TWISTNB	5	-1.2169	-3.7448	0	0	0.0001805	0.049245
TWSG1	5	0.21875	1.4213	0.14512	0.59091	0.15522	0.80175
TXK	5	-0.014815	-0.080922	0.80118	0.95937	0.9355	0.98409
TXLNA	5	0.11568	0.90886	0.50255	0.86494	0.36342	0.82739
TXLNB	5	0.1238	0.84806	0.4634	0.84551	0.3964	0.83586
TXLNG	5	-0.013728	-0.091177	0.80601	0.96015	0.92735	0.98219
TXN	7	0.017167	0.12218	0.97912	0.99568	0.90276	0.97511
TXN2	5	0.1667	0.90733	0.29035	0.74371	0.36423	0.82778
TXNDC11	5	0.031093	0.26715	0.95857	0.99298	0.78935	0.94609
TXNDC12	5	-0.10248	-0.66896	0.40748	0.81186	0.50352	0.86453
TXNDC15	5	0.0221	0.11574	0.99589	0.9985	0.90786	0.97657
TXNDC16	5	0.23297	0.92926	0.11629	0.5383	0.35275	0.82419
TXNDC17	5	0.025365	0.26055	0.98695	0.99585	0.79444	0.94716
TXNDC2	6	0.36171	1.9599	0.0056092	0.1116	0.050008	0.75429
TXNDC5	5	0.27538	1.4757	0.056592	0.40277	0.14002	0.80175
TXNDC8	6	0.078566	0.48016	0.65995	0.92096	0.63112	0.89982
TXNDC9	5	-0.25996	-1.5321	0.081917	0.47111	0.1255	0.80175
TXNIP	5	0.23981	1.421	0.10474	0.52186	0.15532	0.80175
TXNL1	5	0.032357	0.18151	0.9524	0.99167	0.85597	0.9619
TXNL4A	5	-0.35039	-2.2007	0.030101	0.29409	0.027757	0.56031
TXNL4B	5	-0.081932	-0.59784	0.48356	0.85605	0.54995	0.87316
TXNRD1	5	0.12249	0.72788	0.46979	0.84865	0.46669	0.85119
TXNRD2	5	0.19677	1.5155	0.19649	0.65823	0.12965	0.80175
TXNRD3NB	5	0.13398	0.95268	0.41681	0.81686	0.34075	0.82178
TYK2	4	0.25956	1.2318	0.11185	0.53126	0.21802	0.80175
TYMP	5	0.14558	1.2182	0.36743	0.79016	0.22314	0.80175
TYMS	5	0.080501	0.4685	0.68166	0.92446	0.63942	0.90274
TYR	5	-0.074843	-0.6765	0.51022	0.86908	0.49872	0.86272
TYRO3	5	-0.276	-1.971	0.068699	0.43761	0.048723	0.74664
TYROBP	6	0.11228	0.94963	0.47562	0.85248	0.3423	0.82262
TYRP1	5	0.16932	0.86395	0.28141	0.73616	0.38761	0.83346
TYSND1	5	0.079379	0.68065	0.68694	0.92555	0.49609	0.86272
TYW1	5	-0.39646	-2.4862	0.016272	0.21592	0.012911	0.37061
TYW1B	5	-0.35934	-2.3437	0.026991	0.28174	0.019096	0.46555
TYW3	4	0.0481	0.30888	0.88121	0.97668	0.75742	0.93629
TYW5	5	-0.038445	-0.20101	0.67833	0.92413	0.84069	0.95977
U2AF1	5	-0.5005	-2.0982	0.0038876	0.08761	0.035885	0.64694
U2AF1L4	5	0.017003	0.12833	0.96746	0.99322	0.89789	0.97367
U2AF2	5	-0.3498	-2.1425	0.030212	0.29485	0.032151	0.60873
U2SURP	5	-0.63957	-2.735	0.00022215	0.0093023	0.0062382	0.25241
UACA	5	0.14381	0.99781	0.37426	0.79423	0.31837	0.81873
UAP1	5	0.029424	0.19255	0.96546	0.99298	0.84731	0.96104
UAP1L1	5	-0.049576	-0.33689	0.62724	0.91243	0.7362	0.9324
UBA1	5	-0.35594	-1.7064	0.027935	0.28563	0.087941	0.80175
UBA2	5	-0.36468	-2.3898	0.024936	0.2713	0.01686	0.43599
UBA3	5	0.18033	1.1513	0.2447	0.70948	0.24962	0.80232
UBA5	5	-0.3127	-1.4094	0.046262	0.3668	0.15871	0.80175
UBA52	5	-1.0752	-4.1547	0	0	3.2566e-05	0.02798
UBA6	5	0.18391	0.96453	0.23431	0.69805	0.33478	0.82078
UBA7	4	-0.084862	-0.77042	0.50833	0.8684	0.44105	0.84334
UBAC1	5	0.171	1.2135	0.2758	0.73171	0.22492	0.80175
UBAC2	5	0.36206	1.5252	0.009719	0.16176	0.1272	0.80175
UBALD1	5	0.206	1.0898	0.17361	0.62935	0.2758	0.81039
UBALD2	5	-0.0995	-1.1355	0.41769	0.81729	0.25615	0.80452
UBAP1	5	-0.48196	-2.2741	0.005276	0.10857	0.022958	0.51607
UBAP1L	5	0.084665	0.65747	0.6595	0.92096	0.51088	0.86608
UBAP2	5	-0.11971	-0.81976	0.35238	0.78494	0.41235	0.83808
UBAP2L	5	-0.34718	-1.9757	0.031156	0.30145	0.048188	0.74434
UBASH3A	5	0.1417	1.1015	0.38271	0.79806	0.27069	0.80965
UBASH3B	5	0.063057	0.46125	0.77735	0.9505	0.64462	0.90383
UBB	2	-0.81404	-1.3105	0.010552	0.16754	0.19002	0.80175
UBC	3	-0.049569	-0.4847	0.68699	0.92555	0.62789	0.89861
UBD	5	0.23418	1.4646	0.11413	0.5347	0.14304	0.80175
UBE2A	5	-0.08463	-0.85279	0.47368	0.85043	0.39378	0.83543
UBE2B	5	0.061159	0.67264	0.78774	0.95284	0.50118	0.86403
UBE2C	10	-0.64187	-3.9241	0	0	8.7044e-05	0.034922
UBE2D1	5	0.17289	1.0326	0.26935	0.72594	0.3018	0.81659
UBE2D2	6	-0.3119	-1.5462	0.029324	0.29123	0.12207	0.80175
UBE2D3	5	-0.96514	-3.2089	0	0	0.0013324	0.12462
UBE2D4	5	-0.3769	-2.2359	0.02116	0.24918	0.025361	0.5385
UBE2E1	7	0.19109	1.3534	0.14262	0.58578	0.17594	0.80175
UBE2E2	5	0.076408	0.54375	0.70288	0.93	0.58661	0.88316
UBE2E3	5	-0.24045	-1.6064	0.10224	0.5183	0.1082	0.80175
UBE2F	5	0.32869	1.4342	0.020104	0.24279	0.15152	0.80175
UBE2G1	5	0.026108	0.15218	0.98395	0.99568	0.87905	0.96798
UBE2G2	5	0.14806	0.55059	0.35733	0.78528	0.58192	0.88207
UBE2H	5	-0.0021878	-0.0106	0.86799	0.97377	0.99154	0.99753
UBE2I	5	-0.63352	-2.8566	0.00022215	0.0093023	0.0042821	0.20565
UBE2J1	5	0.28418	1.5526	0.048428	0.37619	0.12052	0.80175
UBE2J2	5	0.016163	0.1876	0.96318	0.99298	0.85119	0.96154
UBE2K	6	0.00043949	0.0037684	0.87415	0.97555	0.99699	0.9991
UBE2L3	6	-0.10036	-0.94498	0.37715	0.79543	0.34467	0.82419
UBE2L6	9	-0.11134	-1.2226	0.24808	0.71182	0.22146	0.80175
UBE2M	5	-0.32693	-2.4077	0.040098	0.34447	0.016054	0.42638
UBE2N	5	-0.29273	-1.686	0.057592	0.4069	0.091796	0.80175
UBE2NL	4	-0.12737	-0.85959	0.37421	0.79423	0.39002	0.83477
UBE2O	5	-0.17852	-1.9124	0.2006	0.66269	0.055822	0.78388
UBE2Q1	5	-0.23633	-1.7737	0.10646	0.52416	0.076108	0.80175
UBE2Q2	5	0.12863	0.55293	0.44002	0.83186	0.58031	0.88179
UBE2QL1	4	0.004207	0.040397	0.89998	0.98114	0.96778	0.9921
UBE2R2	5	0.039499	0.3343	0.91197	0.98494	0.73816	0.93262
UBE2S	5	-0.29477	-1.8592	0.05587	0.40277	0.063005	0.80175
UBE2T	5	0.04341	0.31667	0.88876	0.97895	0.75149	0.93445
UBE2U	5	0.293	1.2656	0.041708	0.35077	0.20565	0.80175
UBE2V1	9	-0.37231	-2.4485	0.0028879	0.074438	0.014345	0.39656
UBE2V2	5	0.023733	0.2027	0.99406	0.99794	0.83937	0.95935
UBE2W	5	-0.26933	-1.5621	0.073531	0.44821	0.11826	0.80175
UBE2Z	5	-0.14131	-1.3916	0.28779	0.74177	0.16405	0.80175
UBE3A	5	-0.14882	-1.0105	0.26874	0.72581	0.31223	0.81775
UBE3B	5	0.26715	1.6497	0.065534	0.428	0.099	0.80175
UBE3C	5	0.033117	0.28451	0.9483	0.99125	0.77602	0.94195
UBE3D	5	0.048605	0.40298	0.8586	0.97103	0.68697	0.91463
UBE4A	5	-0.074264	-0.43376	0.51277	0.87082	0.66446	0.90806
UBE4B	5	-0.26579	-1.6338	0.077252	0.45953	0.1023	0.80175
UBFD1	5	0.042527	0.28022	0.89398	0.97991	0.77931	0.94297
UBIAD1	4	0.095154	0.81814	0.64751	0.91759	0.41328	0.83808
UBL3	5	0.21981	0.65438	0.14273	0.58578	0.51287	0.86608
UBL4A	5	-0.19735	-1.3365	0.16544	0.61933	0.18139	0.80175
UBL4B	5	0.051741	0.37338	0.84089	0.96911	0.70887	0.923
UBL5	3	-1.3957	-3.5908	0	0	0.00032961	0.066686
UBL7	5	-0.20941	-1.3926	0.14462	0.59022	0.16375	0.80175
UBLCP1	5	0.051325	0.22182	0.84316	0.96911	0.82445	0.95562
UBN1	5	-0.1133	-0.71023	0.37154	0.79247	0.47756	0.85629
UBN2	5	0.11928	0.98661	0.48534	0.85676	0.32384	0.81874
UBOX5	5	-0.22677	-1.6113	0.1184	0.54369	0.10711	0.80175
UBP1	5	0.21648	1.0343	0.15006	0.59911	0.301	0.81612
UBQLN1	5	-0.026448	-0.21404	0.73581	0.93812	0.83051	0.95725
UBQLN2	5	0.136	0.79796	0.4082	0.81212	0.42489	0.8398
UBQLN3	5	0.13352	1.2213	0.41919	0.81866	0.22196	0.80175
UBQLN4	5	-0.56224	-2.5565	0.0016661	0.04894	0.010574	0.3317
UBQLNL	5	-0.003642	-0.024707	0.86016	0.97103	0.98029	0.99462
UBR1	5	0.022097	0.13377	0.99589	0.9985	0.89359	0.97278
UBR2	5	-0.016186	-0.16771	0.79224	0.95527	0.86681	0.96521
UBR3	5	0.031329	0.33697	0.95718	0.99298	0.73614	0.9324
UBR4	5	-0.60349	-2.896	0.00049983	0.018367	0.0037798	0.19445
UBR5	5	0.077974	0.69277	0.69416	0.92757	0.48845	0.86044
UBR7	5	0.22519	1.1738	0.13079	0.56434	0.24049	0.80175
UBTD1	5	0.049574	0.46609	0.85349	0.97053	0.64115	0.90359
UBTD2	5	-0.035843	-0.47838	0.69021	0.92649	0.63238	0.90006
UBTF	5	-0.66828	-2.9007	0.00022215	0.0093023	0.0037236	0.19395
UBXN1	5	-0.10945	-0.97816	0.38371	0.79806	0.328	0.81966
UBXN10	5	0.22513	1.2603	0.13101	0.56474	0.20756	0.80175
UBXN11	5	0.13964	0.94478	0.39215	0.80172	0.34477	0.82419
UBXN2A	5	0.16361	0.68377	0.30112	0.75176	0.49412	0.86258
UBXN2B	5	-0.29566	-1.2076	0.055537	0.40277	0.2272	0.80175
UBXN4	5	0.13017	0.3375	0.4333	0.82766	0.73574	0.93226
UBXN6	5	-0.029631	-0.24905	0.7212	0.93398	0.80332	0.94998
UBXN7	5	-0.093962	-0.96073	0.43913	0.83127	0.33669	0.821
UCHL1	5	0.25108	1.4413	0.085138	0.47683	0.14949	0.80175
UCHL3	5	0.17311	0.8158	0.26863	0.72562	0.41462	0.83817
UCHL5	5	-0.14592	-0.65124	0.27591	0.73171	0.51489	0.86608
UCK1	5	0.07198	0.60214	0.72787	0.93547	0.54708	0.8726
UCK2	5	-0.1207	-0.93139	0.34955	0.78488	0.35165	0.82419
