Gene	sgRNA	Mel270|beta	Mel270|z	Mel270|p-value	Mel270|fdr	Mel270|wald-p-value	Mel270|wald-fdr
TNNI2	5	0.17117	1.6948	0.1414	0.54666	0.090116	0.48118
TNNI3	5	-0.081575	-0.84244	0.69071	0.9114	0.39954	0.70393
TNNT1	5	-0.026824	-0.402	0.94985	0.9889	0.68768	0.8633
TNNT2	5	-0.0028481	-0.023332	0.92591	0.98466	0.98139	0.99322
TNNT3	5	0.24825	1.9338	0.030323	0.25646	0.053133	0.4143
TNP1	2	-0.11813	-0.40552	0.61013	0.88511	0.6851	0.86233
TNP2	5	0.33363	1.7608	0.0027213	0.050256	0.078265	0.46362
TNPO1	4	-0.15606	-1.0344	0.45813	0.82548	0.30095	0.64022
TNPO2	5	0.053429	0.90845	0.61518	0.88635	0.36364	0.68111
TNPO3	5	-0.68298	-2.8239	0.0062757	0.090982	0.004744	0.078874
TNR	5	0.015299	0.17176	0.82584	0.95745	0.86363	0.9447
TNRC18	5	0.1247	1.2075	0.28379	0.70996	0.22724	0.59681
TNRC6A	5	0.022565	0.17012	0.78596	0.94523	0.86491	0.94523
TNRC6B	5	0.065552	0.61624	0.5517	0.86437	0.53774	0.7835
TNRC6C	5	-0.016576	-0.18691	0.99761	0.99922	0.85173	0.93953
TNS1	5	0.15575	1.6368	0.17944	0.6	0.10167	0.49368
TNS3	5	0.032347	0.40395	0.73042	0.92493	0.68625	0.86291
TNS4	5	-0.027542	-0.28266	0.94613	0.9889	0.77744	0.90676
TNXB	5	-0.075559	-0.88936	0.7141	0.91849	0.37381	0.68756
TOB1	5	-0.060804	-0.29215	0.77918	0.94168	0.77017	0.90439
TOB2	5	0.25705	2.0108	0.024547	0.22655	0.044346	0.38371
TOE1	5	0.096847	1.0569	0.40098	0.79594	0.29055	0.63375
TOLLIP	5	0.17277	1.3154	0.13662	0.53841	0.18839	0.56752
TOM1	5	0.050636	0.50604	0.62879	0.89111	0.61283	0.82474
TOM1L1	5	-0.016003	-0.096994	0.99467	0.99816	0.92273	0.97179
TOM1L2	5	0.094336	0.86554	0.41208	0.8039	0.38674	0.6954
TOMM20	4	-0.48906	-1.8103	0.05276	0.35068	0.070244	0.44992
TOMM20L	5	0.13281	1.1994	0.25419	0.68557	0.23038	0.59937
TOMM22	5	-0.71183	-3.2209	0.0048873	0.075149	0.0012777	0.029896
TOMM34	5	0.18178	2.0649	0.11691	0.5082	0.038936	0.36119
TOMM40	5	-0.48162	-2.3148	0.035099	0.27854	0.020625	0.23624
TOMM40L	5	-0.070798	-0.91278	0.73553	0.92765	0.36136	0.67968
TOMM5	5	-0.062677	-0.62833	0.77102	0.93931	0.52979	0.77935
TOMM6	5	0.049658	0.40691	0.63418	0.89351	0.68407	0.8619
TOMM7	2	0.016944	0.057689	0.94929	0.9889	0.954	0.98348
TOMM70A	4	-0.27784	-1.995	0.2222	0.65205	0.046038	0.3902
TONSL	5	-1.1288	-3.8435	0.00016661	0.0059172	0.00012128	0.0053394
TOP1	5	-1.4381	-4.0427	5.5537e-05	0.0028249	5.2842e-05	0.0029097
TOP1MT	5	0.18594	1.4361	0.10974	0.49487	0.15098	0.5387
TOP2A	5	-1.6791	-4.6816	0	0	2.847e-06	0.00036616
TOP2B	5	0.11726	1.2895	0.31373	0.7324	0.19723	0.57324
TOP3A	5	-0.66435	-3.0521	0.0073309	0.10169	0.0022722	0.045662
TOP3B	5	-0.31358	-2.5022	0.13662	0.53841	0.012343	0.16414
TOPAZ1	5	0.22455	1.3999	0.051872	0.34721	0.16155	0.54668
TOPBP1	5	-1.7032	-4.5819	0	0	4.6087e-06	0.00049356
TOPORS	5	0.13563	1.4107	0.2437	0.67424	0.15834	0.54437
TOR1A	5	0.052846	0.3934	0.61824	0.88767	0.69402	0.8667
TOR1AIP1	5	0.09211	1.1499	0.42247	0.80918	0.25017	0.61063
TOR1AIP2	4	-0.13402	-0.87232	0.52483	0.85338	0.38304	0.69274
TOR1B	5	0.048973	0.68344	0.63779	0.89509	0.49433	0.76087
TOR2A	6	-0.14398	-1.3851	0.4378	0.81723	0.16601	0.55093
TOR3A	5	0.079967	0.80434	0.48006	0.83648	0.4212	0.71648
TOR4A	5	-0.0031126	-0.03102	0.92758	0.98514	0.97525	0.99116
TOX	5	0.078516	0.7424	0.48689	0.8401	0.45784	0.73968
TOX2	5	0.17792	1.7258	0.12568	0.52131	0.084391	0.47194
TOX3	5	0.12342	1.2108	0.28835	0.71258	0.22597	0.5959
TOX4	5	-0.53223	-2.6242	0.020271	0.19978	0.0086841	0.12744
TP53	5	1.1287	1.383	0	0	0.16666	0.55159
TP53AIP1	11	0.2387	2.893	0.0022215	0.04315	0.0038156	0.067028
TP53BP1	5	0.15824	1.1371	0.17289	0.58981	0.2555	0.6142
TP53BP2	5	-0.11585	-1.0823	0.55837	0.86751	0.27911	0.62835
TP53I11	5	0.0761	0.88282	0.49867	0.84398	0.37733	0.68895
TP53I13	5	-0.026949	-0.33018	0.94941	0.9889	0.74127	0.89011
TP53I3	5	-0.19087	-1.5024	0.34166	0.75667	0.133	0.52696
TP53INP1	5	0.080249	0.70785	0.47912	0.83644	0.47904	0.7512
TP53INP2	5	0.17994	1.5097	0.12163	0.51724	0.13113	0.52538
TP53RK	5	-0.55182	-2.8386	0.017272	0.18008	0.0045307	0.076172
TP53TG5	5	0.085104	0.77314	0.45657	0.82482	0.43944	0.72873
TP63	5	0.29834	1.9259	0.0086638	0.11387	0.054112	0.41611
TP73	5	-0.073262	-0.77047	0.72398	0.92205	0.44102	0.72978
TPBG	5	0.035254	0.2831	0.71337	0.9181	0.7771	0.90655
TPBGL	5	0.015458	0.15909	0.82478	0.95734	0.8736	0.94954
TPCN1	5	0.025146	0.23748	0.77052	0.93916	0.81229	0.92146
TPCN2	5	-0.14794	-1.378	0.45318	0.824	0.1682	0.55221
TPD52	5	0.12364	1.1423	0.28752	0.71224	0.25331	0.61362
TPD52L1	10	0.090809	1.0788	0.24048	0.67028	0.2807	0.62934
TPD52L2	5	-0.022399	-0.20806	0.97084	0.99088	0.83518	0.93245
TPD52L3	5	0.078976	0.63023	0.48484	0.83894	0.52854	0.77911
TPGS1	4	-0.054972	-0.55749	0.80962	0.95262	0.57719	0.80547
TPGS2	5	-0.040949	-0.37683	0.87693	0.97065	0.7063	0.87332
TPH1	5	0.10139	0.60768	0.38065	0.78197	0.5434	0.78622
TPH2	5	-0.13548	-1.3186	0.4935	0.84272	0.18729	0.56703
TPI1	9	-0.34148	-2.5197	0.041042	0.30312	0.011746	0.15831
TPK1	5	0.055538	0.3868	0.60352	0.883	0.69891	0.86886
TPM1	5	-0.10487	-1.0527	0.59491	0.8784	0.2925	0.63491
TPM2	7	-0.0032759	-0.030778	0.87804	0.97065	0.97545	0.99116
TPM3	6	-0.078066	-0.93334	0.69621	0.91347	0.35064	0.67195
TPM4	5	-0.083158	-0.69507	0.68399	0.90967	0.48701	0.75548
TPMT	5	0.030436	0.3435	0.73981	0.92947	0.73122	0.88531
TPO	5	0.090758	0.90444	0.42847	0.81297	0.36576	0.68297
TPP1	5	0.13408	1.2911	0.24936	0.68072	0.19666	0.57273
TPP2	5	0.076153	0.57069	0.49828	0.84398	0.56821	0.80149
TPPP	5	0.22227	1.8917	0.054871	0.35901	0.058534	0.42712
TPPP2	5	-0.0022543	-0.027884	0.92236	0.98342	0.97775	0.99185
TPPP3	5	0.11371	1.2777	0.32895	0.74542	0.20134	0.57681
TPR	5	-1.1309	-3.8375	0.00016661	0.0059172	0.0001243	0.0054194
TPRA1	5	-0.035669	-0.3367	0.9037	0.97859	0.73634	0.88816
TPRG1	5	0.15156	1.291	0.1916	0.61526	0.1967	0.57273
TPRG1L	5	-0.0024186	-0.021924	0.92303	0.98372	0.98251	0.9936
TPRKB	5	-0.61748	-2.6687	0.010497	0.13167	0.0076153	0.11503
TPRN	5	-0.0071052	-0.076113	0.94913	0.9889	0.93933	0.97786
TPRX1	5	0.093637	1.2026	0.41519	0.80588	0.22915	0.59874
TPSAB1	4	-0.10691	-1.0193	0.61207	0.88615	0.30808	0.64647
TPSD1	4	0.038517	0.39181	0.74997	0.93086	0.6952	0.86712
TPSG1	5	0.10369	0.98101	0.36993	0.77537	0.32659	0.65719
TPST1	5	-0.22512	-2.1889	0.26613	0.69798	0.028606	0.29631
TPST2	5	-0.0083126	-0.10922	0.95474	0.99032	0.91303	0.96746
TPT1	6	-0.6776	-3.2943	0.0024992	0.047319	0.0009867	0.024779
TPTE	2	-0.18479	-0.82059	0.46074	0.82679	0.41188	0.71098
TPTE2	4	-0.080334	-0.48109	0.70887	0.91781	0.63045	0.83348
TPX2	5	-0.82831	-3.216	0.0018883	0.038636	0.0012997	0.030275
TRA2A	5	-0.015272	-0.10764	0.99139	0.99732	0.91428	0.96799
TRA2B	7	-0.48046	-2.9197	0.010941	0.1354	0.0035032	0.062641
TRABD	5	0.14811	1.4945	0.2021	0.62752	0.13505	0.52778
TRABD2A	5	0.11011	1.2076	0.34516	0.76012	0.22719	0.59681
TRABD2B	5	-0.0046987	-0.085377	0.93508	0.98601	0.93196	0.97522
TRADD	5	0.15666	0.97462	0.17739	0.59701	0.32975	0.65906
TRAF1	5	0.27093	2.0226	0.01705	0.17818	0.043117	0.3802
TRAF2	5	-0.11881	-0.6543	0.54832	0.86355	0.51292	0.77092
TRAF3	5	0.013598	0.17983	0.83428	0.95988	0.85728	0.94245
TRAF3IP1	5	0.077529	0.73584	0.49128	0.84175	0.46183	0.74166
TRAF3IP2	10	0.047809	0.56557	0.47934	0.83648	0.57169	0.80263
TRAF3IP3	5	-0.0018732	-0.022786	0.92025	0.98303	0.98182	0.99329
TRAF4	5	-0.18608	-1.645	0.35227	0.7644	0.099962	0.49109
TRAF5	5	0.1067	0.81622	0.35816	0.7681	0.41438	0.71253
TRAF6	5	0.26815	1.2668	0.018494	0.18878	0.20523	0.57776
TRAF7	5	-0.034037	-0.41736	0.91347	0.98074	0.67642	0.85744
TRAFD1	5	0.099716	0.85623	0.38809	0.78714	0.39187	0.69868
TRAIP	5	-0.47164	-2.4418	0.038376	0.29132	0.014614	0.18328
TRAK1	5	0.024007	0.25455	0.77796	0.94133	0.79907	0.91521
TRAK2	5	0.15436	1.1453	0.18338	0.60344	0.25208	0.61269
TRAM1	5	-0.068852	-0.65631	0.74314	0.92961	0.51162	0.77013
TRAM1L1	5	-0.037475	-0.24698	0.89487	0.97578	0.80493	0.91772
TRAM2	5	0.011533	0.14051	0.84544	0.96269	0.88826	0.95698
TRANK1	5	0.16241	1.4357	0.16372	0.57986	0.15108	0.5387
TRAP1	5	0.030823	0.35799	0.73803	0.92872	0.72035	0.88056
TRAPPC1	5	-0.36402	-1.7065	0.093247	0.4633	0.087922	0.47785
TRAPPC10	5	0.13126	1.3001	0.25991	0.6918	0.19357	0.57109
TRAPPC11	5	-0.24525	-1.7782	0.22909	0.65968	0.075363	0.45735
TRAPPC12	5	0.055757	0.60273	0.60252	0.88231	0.54669	0.78856
TRAPPC13	5	-0.13949	-0.81278	0.47984	0.83648	0.41634	0.71383
TRAPPC2	4	-0.65092	-2.9467	0.016272	0.17327	0.0032122	0.058307
TRAPPC2L	5	0.061159	0.25709	0.57331	0.87211	0.79711	0.91477
TRAPPC3	6	-0.93052	-4.0096	0.00022215	0.0075901	6.082e-05	0.0032593
TRAPPC3L	5	0.11941	1.3939	0.30351	0.72451	0.16334	0.54907
TRAPPC4	5	-0.2475	-1.9661	0.22387	0.65417	0.049283	0.40087
TRAPPC5	5	-0.43663	-2.5125	0.051872	0.34721	0.011988	0.16073
TRAPPC6A	7	0.035008	0.49798	0.64656	0.89734	0.6185	0.82776
TRAPPC6B	5	0.13347	1.1149	0.25158	0.68274	0.26491	0.61961
TRAPPC8	5	-1.0354	-4.0405	0.00038876	0.011382	5.3345e-05	0.0029195
TRAPPC9	5	-0.044816	-0.35164	0.85716	0.96583	0.72511	0.88241
TRAT1	5	-0.11879	-1.41	0.54837	0.86356	0.15855	0.54437
TRDMT1	5	0.16692	1.2784	0.15289	0.56184	0.20109	0.57681
TRDN	5	0.10431	0.5545	0.36766	0.77436	0.57924	0.80638
TREM1	5	-0.069763	-0.49937	0.73986	0.92947	0.61752	0.82728
TREM2	5	0.065455	0.61947	0.55204	0.86437	0.53561	0.78223
TREML1	11	0.0027749	0.039661	0.76786	0.93815	0.96836	0.98881
TREML2	5	0.22412	1.6269	0.05226	0.34839	0.10376	0.49607
TREML4	5	0.057514	0.59413	0.59347	0.8782	0.55242	0.7917
TRERF1	5	-0.12702	-1.3795	0.51899	0.85066	0.16775	0.55193
TREX1	5	-0.019729	-0.2284	0.98462	0.99534	0.81934	0.92414
TREX2	5	0.32713	1.8252	0.0032211	0.055823	0.067968	0.44519
TRH	5	0.17081	1.2308	0.14217	0.54701	0.2184	0.58871
TRHDE	5	-0.036042	-0.34029	0.90148	0.97749	0.73363	0.88694
TRHR	5	0.24098	1.1855	0.035988	0.28149	0.23581	0.6019
TRIAP1	5	-0.56437	-3.1284	0.015439	0.16757	0.0017573	0.037402
TRIB1	5	0.22032	1.4072	0.056759	0.36409	0.15938	0.54437
TRIB2	5	0.060603	0.63498	0.5757	0.87263	0.52544	0.77807
TRIB3	5	0.15524	1.3024	0.18094	0.60166	0.19277	0.57062
TRIM10	5	-0.17168	-1.0878	0.38682	0.78635	0.27668	0.62702
TRIM11	5	0.18208	0.57554	0.11652	0.50811	0.56493	0.79969
TRIM13	5	0.013217	0.099992	0.8365	0.96059	0.92035	0.97052
TRIM14	5	0.05821	0.33092	0.58986	0.87799	0.74071	0.89011
TRIM15	5	-0.032807	-0.28449	0.91914	0.98273	0.77604	0.90642
TRIM16	5	0.17588	1.6653	0.12951	0.52701	0.095845	0.48872
TRIM16L	5	-0.076607	-0.60951	0.71015	0.9181	0.54219	0.78552
TRIM17	5	0.048355	0.72057	0.64123	0.89678	0.47118	0.74657
TRIM2	5	0.226	1.9386	0.050094	0.33999	0.052552	0.41192
TRIM21	5	0.26847	1.9121	0.01805	0.18529	0.055863	0.42178
TRIM22	5	0.12786	0.93337	0.27285	0.70371	0.35063	0.67195
TRIM23	5	0.017895	0.154	0.81206	0.95337	0.87761	0.95137
TRIM24	5	0.068194	0.90032	0.53765	0.85878	0.36795	0.68425
TRIM25	5	-0.26527	-2.0702	0.19605	0.61805	0.038435	0.35847
TRIM26	5	0.10165	0.96398	0.37971	0.78174	0.33505	0.66202
TRIM27	5	0.096346	0.80118	0.40281	0.7973	0.42303	0.71811
TRIM28	5	-0.17622	-1.5007	0.37521	0.7792	0.13343	0.52696
TRIM29	5	0.19789	1.6938	0.08736	0.4484	0.090297	0.4816
TRIM3	5	0.2015	1.7985	0.081973	0.43682	0.072092	0.45327
TRIM31	5	0.1289	1.4587	0.26847	0.69987	0.14464	0.53216
TRIM32	5	0.24045	1.7584	0.036488	0.28405	0.078681	0.46374
TRIM33	5	-0.062172	-0.54101	0.77252	0.93993	0.5885	0.81033
TRIM34	5	0.08601	0.85993	0.45279	0.824	0.38983	0.69718
TRIM35	5	0.10033	0.79726	0.38554	0.78541	0.4253	0.71953
TRIM36	9	-0.019837	-0.24429	0.96634	0.99046	0.80701	0.91858
TRIM37	5	-0.31639	-2.152	0.13407	0.53537	0.031394	0.31633
TRIM38	4	0.10073	0.89156	0.44207	0.81876	0.37263	0.68688
TRIM39	5	-0.089272	-0.71572	0.65773	0.90132	0.47416	0.7484
TRIM4	5	-0.1797	-1.6486	0.36777	0.77437	0.099236	0.49063
TRIM40	5	-0.12638	-0.96682	0.52127	0.85203	0.33364	0.66074
TRIM41	4	0.10183	1.1072	0.43613	0.81695	0.26822	0.62269
TRIM42	5	-0.0097628	-0.16167	0.96218	0.99042	0.87157	0.94848
TRIM43	5	-0.27404	-1.8625	0.18405	0.60449	0.062533	0.43472
TRIM44	5	0.1735	1.4556	0.13529	0.53668	0.14551	0.53216
TRIM45	5	-0.34464	-2.2444	0.10735	0.49248	0.024808	0.26825
TRIM46	5	-0.14186	-1.663	0.47218	0.83312	0.09631	0.48873
TRIM47	5	-0.11967	-1.4146	0.54471	0.86171	0.15719	0.54351
TRIM48	2	-0.4944	-1.7076	0.14523	0.55246	0.087716	0.47766
TRIM49	2	-0.3783	-1.5721	0.21793	0.64589	0.11593	0.5105
TRIM49B	2	0.060423	0.55171	0.77918	0.94168	0.58115	0.80661
TRIM49D1	3	-0.77194	-2.4356	0.018883	0.19209	0.014867	0.18574
TRIM5	5	0.25066	1.9127	0.028213	0.24412	0.055786	0.42152
TRIM50	5	-0.32724	-2.6905	0.12396	0.5198	0.0071352	0.10943
TRIM52	5	0.298	1.6624	0.0086638	0.11387	0.096436	0.48873
TRIM54	4	-0.27217	-2.0948	0.22903	0.65968	0.036192	0.34582
TRIM55	5	-0.070467	-0.75697	0.73703	0.9285	0.44907	0.73442
TRIM56	5	-0.316	-2.2643	0.13429	0.53555	0.023553	0.26009
TRIM58	5	0.26658	1.5289	0.019382	0.19421	0.12629	0.52069
TRIM59	5	0.1439	1.024	0.21554	0.6434	0.30582	0.64526
TRIM6	5	0.067581	0.50578	0.5411	0.86017	0.61301	0.82489
TRIM6-TRIM34	3	0.30474	1.3844	0.033655	0.2709	0.16624	0.55093
TRIM60	5	0.075133	0.76003	0.50355	0.84588	0.44724	0.73309
TRIM61	5	-0.10988	-0.80001	0.57742	0.87355	0.4237	0.71821
TRIM62	5	-0.075772	-1.0173	0.71315	0.9181	0.309	0.6468
TRIM63	5	0.3089	1.8753	0.0055537	0.082988	0.060748	0.43141
TRIM64B	4	-0.0971	-0.82804	0.6464	0.89734	0.40765	0.70924
TRIM65	4	-0.017317	-0.19499	0.97573	0.99243	0.8454	0.93649
TRIM67	4	0.043853	0.40873	0.72226	0.92152	0.68274	0.86152
TRIM68	5	0.086278	0.83979	0.45141	0.82251	0.40103	0.70488
TRIM69	5	-0.047616	-0.42175	0.84283	0.96209	0.67321	0.85641
TRIM7	14	0.07931	1.2437	0.20832	0.63498	0.21361	0.58515
TRIM71	5	0.096163	0.87143	0.40348	0.79737	0.38352	0.69306
TRIM72	5	-0.18463	-1.6819	0.35538	0.7669	0.092583	0.48466
TRIM73	3	-0.70194	-2.6776	0.02738	0.24025	0.0074162	0.1125
TRIM74	2	-0.30201	-1.6008	0.28596	0.71103	0.10942	0.50286
TRIM77	5	0.16727	1.1083	0.15217	0.56154	0.26772	0.62217
TRIM8	5	0.061259	0.77555	0.57292	0.87211	0.43801	0.72751
TRIM9	5	-0.18323	-1.8698	0.3591	0.7689	0.061515	0.43186
TRIML1	5	-0.020565	-0.17654	0.98017	0.99403	0.85987	0.94335
TRIML2	5	0.13453	0.88497	0.24764	0.67874	0.37617	0.68872
TRIO	5	0.081426	0.91806	0.47384	0.83412	0.35859	0.67746
TRIOBP	10	-0.027195	-0.42549	0.99711	0.99905	0.67048	0.8553
TRIP10	5	-0.093447	-0.68867	0.64001	0.89669	0.49103	0.7583
TRIP11	5	0.21692	1.6457	0.060813	0.37642	0.099834	0.49109
TRIP12	5	-0.42958	-2.4276	0.055315	0.36035	0.0152	0.18888
TRIP13	5	-0.18657	-1.4397	0.35155	0.7644	0.14994	0.53702
TRIP4	4	0.055837	0.45397	0.66239	0.90288	0.64985	0.84513
TRIP6	5	-0.31924	-2.3559	0.13184	0.53157	0.018478	0.21932
TRIQK	5	0.21617	1.6925	0.061535	0.37842	0.090543	0.48181
TRIT1	5	0.027461	0.38415	0.75597	0.93284	0.70087	0.87021
TRMT1	5	-0.046012	-0.3705	0.85099	0.96465	0.71101	0.87559
TRMT10A	5	-0.038114	-0.28152	0.89159	0.97445	0.77831	0.90699
TRMT10B	7	0.074763	0.96547	0.42158	0.80905	0.33431	0.6612
TRMT10C	5	-0.20606	-1.2423	0.3054	0.72554	0.21412	0.58539
TRMT11	5	-0.19903	-0.93225	0.32178	0.74016	0.35121	0.67219
TRMT112	5	-0.99457	-3.8614	0.00049983	0.014041	0.00011275	0.005088
TRMT12	5	-0.0089981	-0.084318	0.95868	0.99042	0.9328	0.97566
TRMT13	5	0.054314	0.40505	0.61035	0.88523	0.68544	0.86252
TRMT1L	5	-0.0071715	-0.040301	0.94946	0.9889	0.96785	0.98849
TRMT2A	5	-0.030596	-0.3552	0.9298	0.98558	0.72244	0.88136
TRMT2B	5	0.13957	1.281	0.2302	0.66098	0.2002	0.57641
TRMT44	5	0.16012	1.5362	0.16922	0.58743	0.12448	0.51928
TRMT5	5	-0.57663	-3.1508	0.014106	0.15885	0.0016283	0.035879
TRMT6	5	0.092459	0.89136	0.42114	0.80905	0.37274	0.68688
TRMT61A	5	0.053807	0.7262	0.6133	0.88615	0.46772	0.74444
TRMT61B	5	-0.15125	-1.6237	0.44352	0.81907	0.10443	0.49697
TRMU	5	0.21175	1.2206	0.066478	0.39349	0.22225	0.59216
TRNAU1AP	5	-0.11276	-1.579	0.56781	0.87005	0.11434	0.50793
TRNP1	5	-0.054217	-0.68097	0.81051	0.9528	0.49589	0.76139
TRNT1	5	-1.1617	-4.0156	0.00011107	0.004386	5.9296e-05	0.0031871
TRO	14	0.15129	2.0514	0.02688	0.23749	0.040227	0.36692
TROAP	5	-0.11352	-1.278	0.56553	0.86961	0.20124	0.57681
TROVE2	5	0.13084	0.99042	0.2613	0.69385	0.32197	0.65523
TRPA1	5	0.092243	0.62157	0.42197	0.80905	0.53423	0.78177
TRPC1	5	0.0275	0.17619	0.75536	0.93253	0.86014	0.94335
TRPC3	5	0.11994	1.0553	0.30173	0.72299	0.29129	0.63375
TRPC4	5	0.11996	0.85792	0.30157	0.72299	0.39094	0.69789
TRPC4AP	5	0.13908	1.3666	0.23214	0.66297	0.17175	0.55385
TRPC5	5	0.14682	1.0441	0.20649	0.63361	0.29644	0.63756
TRPC6	5	0.086529	0.97971	0.45074	0.82208	0.32723	0.65762
TRPC7	5	-0.073539	-1.0366	0.72331	0.92173	0.29994	0.63931
TRPM1	7	0.05188	0.6835	0.54637	0.86223	0.49429	0.76087
TRPM2	5	0.10257	1.3696	0.3756	0.7792	0.1708	0.55385
TRPM3	5	0.23856	1.8125	0.037987	0.28983	0.069914	0.4496
TRPM4	5	-0.17316	-1.8356	0.38404	0.7849	0.066421	0.4413
TRPM5	5	0.014062	0.23223	0.8315	0.95882	0.81636	0.9228
TRPM6	5	0.005779	0.043925	0.87737	0.97065	0.96496	0.98728
TRPM7	5	-0.58073	-2.7335	0.013829	0.1569	0.0062674	0.09856
TRPM8	5	-0.12986	-1.1848	0.51016	0.8489	0.23611	0.602
TRPS1	5	0.24142	1.429	0.035599	0.28003	0.153	0.53987
TRPT1	5	0.05218	0.76097	0.62113	0.88803	0.44667	0.73294
TRPV1	5	0.12735	1.1884	0.27446	0.70387	0.23466	0.60122
TRPV2	5	0.037331	0.36718	0.70238	0.91567	0.71348	0.87645
TRPV3	5	0.10894	1.2002	0.34927	0.76282	0.23005	0.59909
TRPV4	5	-0.073167	-0.80204	0.72437	0.92223	0.42253	0.7176
TRPV5	5	-0.13534	-1.1798	0.49367	0.84272	0.23807	0.60272
TRPV6	5	-0.010626	-0.1791	0.96607	0.99046	0.85786	0.94285
TRRAP	5	-0.79201	-2.9683	0.0024992	0.047319	0.0029945	0.055415
TRUB1	5	0.2175	1.4706	0.059813	0.37414	0.14139	0.53216
TRUB2	5	0.20675	1.932	0.073642	0.41607	0.053358	0.4143
TSACC	5	0.073879	0.57481	0.50994	0.8489	0.56542	0.7997
TSC1	5	0.027933	0.30929	0.75242	0.93166	0.7571	0.89787
TSC2	5	0.21435	1.0859	0.063534	0.3842	0.27751	0.62728
TSC22D1	11	0.018858	0.21628	0.64701	0.89734	0.82877	0.92993
TSC22D2	5	0.00074638	0.011223	0.90603	0.97947	0.99105	0.99696
TSC22D3	13	0.08666	1.1007	0.19627	0.61805	0.27105	0.62435
TSC22D4	5	-0.14303	-1.5741	0.46851	0.83164	0.11546	0.50958
TSEN15	6	0.071741	0.54935	0.4799	0.83648	0.58277	0.80799
TSEN2	5	-0.845	-3.3846	0.0016106	0.03432	0.00071282	0.019675
TSEN34	5	-0.38763	-2.5411	0.076919	0.42472	0.01105	0.15131
TSEN54	5	-0.66305	-2.9824	0.007442	0.10268	0.0028602	0.053601
TSFM	5	0.056067	0.3557	0.60141	0.88207	0.72207	0.88136
TSG101	4	-1.4585	-4.0991	0	0	4.1469e-05	0.0024527
TSGA10	5	-0.15028	-1.2863	0.44657	0.82013	0.19835	0.57413
TSGA10IP	5	-0.23389	-1.3947	0.24858	0.67983	0.16311	0.54893
TSGA13	5	-0.25777	-1.9678	0.20815	0.63498	0.049096	0.40014
TSHB	5	-0.10754	-0.81544	0.58614	0.87799	0.41482	0.71285
TSHR	5	0.16723	1.5562	0.15234	0.56154	0.11966	0.51448
TSHZ1	5	0.085376	0.73481	0.45557	0.82426	0.46246	0.74182
TSHZ2	5	-0.032244	-0.39094	0.92158	0.98335	0.69584	0.86731
TSHZ3	5	0.27045	1.9232	0.017439	0.18108	0.054451	0.4165
TSKS	5	0.093026	0.96061	0.4188	0.80773	0.33675	0.66289
TSKU	5	0.16637	1.2555	0.15406	0.56348	0.2093	0.58195
TSLP	5	-0.045152	-0.29843	0.8556	0.9656	0.76538	0.90269
TSN	6	0.010521	0.097734	0.82245	0.95709	0.92214	0.97146
TSNARE1	5	-0.044738	-0.49026	0.85771	0.96617	0.62395	0.83039
TSNAX	5	0.084347	0.52173	0.45957	0.82676	0.60186	0.81827
TSNAXIP1	5	0.020352	0.26377	0.79846	0.94922	0.79196	0.91258
TSPAN1	5	0.029826	0.65951	0.74264	0.92961	0.50957	0.7689
TSPAN11	5	-0.1845	-1.6897	0.35566	0.76722	0.091087	0.48309
TSPAN12	5	-0.032759	-0.33421	0.9193	0.98273	0.73822	0.88904
TSPAN13	5	0.10612	0.95522	0.36044	0.7696	0.33947	0.66382
TSPAN14	5	0.062822	0.58833	0.56503	0.86957	0.55631	0.79499
TSPAN15	5	0.19959	1.5755	0.084583	0.44248	0.11515	0.50903
TSPAN16	5	0.129	1.4258	0.2678	0.69909	0.15393	0.54106
TSPAN17	5	0.027336	0.27929	0.75714	0.93338	0.78002	0.90795
TSPAN18	5	0.07497	0.66866	0.50455	0.84693	0.50371	0.76526
TSPAN19	5	0.043338	0.36882	0.6695	0.90436	0.71226	0.87596
TSPAN2	5	0.0077311	0.035632	0.8656	0.96819	0.97158	0.99016
TSPAN3	6	0.29635	1.2235	0.0039987	0.065277	0.22115	0.59167
TSPAN31	5	-0.22499	-1.1713	0.26641	0.69798	0.24147	0.60434
TSPAN32	5	0.1055	1.0841	0.36277	0.77028	0.2783	0.62769
TSPAN33	5	-0.05875	-0.79664	0.78907	0.94638	0.42566	0.7198
TSPAN4	5	0.18416	1.7482	0.11235	0.49828	0.080438	0.46631
TSPAN5	5	0.090449	0.91945	0.42963	0.81299	0.35786	0.67699
TSPAN6	5	-0.076155	-0.78023	0.71154	0.9181	0.43526	0.72586
TSPAN7	5	-0.009988	-0.086914	0.96323	0.99042	0.93074	0.97483
TSPAN8	5	-0.0074207	-0.065533	0.95085	0.98915	0.94775	0.981
TSPAN9	5	0.096957	0.95605	0.40048	0.79585	0.33904	0.66358
TSPEAR	5	0.17565	1.5628	0.12996	0.52773	0.11809	0.51369
TSPO	5	0.045791	0.54231	0.65517	0.89978	0.5876	0.81033
TSPO2	5	-0.027895	-0.31191	0.94446	0.9889	0.75511	0.89763
TSPY1	1	0.53953	0.80065	0.020937	0.20445	0.42333	0.71821
TSPYL1	5	0.076308	0.72116	0.497	0.84377	0.47081	0.74619
TSPYL2	5	0.06105	0.68972	0.57375	0.87211	0.49037	0.75778
TSPYL4	5	0.21167	1.4785	0.066644	0.39396	0.13927	0.53162
